date,y
GMW000000036207001,440157.5333420984
GMW000000036208001,440068.53341637563
GMW000000036209001,440431.03213476104
GMW000000036210001,440178.7332849103
GMW000000036211001,439966.13337996835
GMW000000036212001,433652.64840837993
GMW000000036213001,432480.34013530344
GMW000000036214001,431681.53146616893
GMW000000036215001,432318.23560747626
GMW000000036216001,431807.9366653507
GMW000000036217001,441710.4259726479
GMW000000036218001,431633.2300413634
GMW000000036219001,431771.9303501862
GMW000000036220001,441368.42770839005
GMW000000036221001,441714.8259128261
GMW000000036222001,441154.828559778
GMW000000036223001,438914.9398488577
GMW000000036224001,438794.3405559856
GMW000000036225001,438244.64381057787
GMW000000036226001,438178.4440335111
GMW000000036227001,438947.6383766436
GMW000000036228001,439019.1391632398
GMW000000036229001,438487.7403310466
GMW000000036230001,438327.04058481107
GMW000000036231001,438308.8420400176
GMW000000036232001,438637.94132302655
GMW000000036233001,439098.9375645161
GMW000000036234001,438638.5400934197
GMW000000036235001,438761.6404029741
GMW000000036236001,439186.0377770825
GMW000000036237001,438635.8398616446
GMW000000036238001,438574.4419411315
GMW000000036239001,438640.4419417343
GMW000000036240001,438757.9402321238
GMW000000036241001,438718.9408768931
GMW000000036242001,438892.94066001184
GMW000000036243001,437980.84227344865
GMW000000036244001,437251.0490609888
GMW000000036245001,437067.24858366395
GMW000000036246001,437094.648780395
GMW000000036247001,437020.4466780031
GMW000000036248001,437546.9463618027
GMW000000036249001,437199.84942449786
GMW000000036250001,437308.749578762
GMW000000036251001,437102.94965350005
GMW000000036252001,437046.54985928256
