date,x
GMW000000036200001,92284.26674965437
GMW000000036201001,92168.57574859977
GMW000000036202001,92343.95761290919
GMW000000036203001,91625.83758765108
GMW000000036204001,91651.75785433745
GMW000000036205001,91908.85697030803
GMW000000036206001,91564.52750549532
GMW000000036207001,91765.56939977368
GMW000000036208001,91843.21954861886
GMW000000036209001,91102.98884919795
GMW000000036210001,91694.5791093517
GMW000000036211001,91961.96997655352
GMW000000036212001,92016.7048557784
GMW000000036213001,92349.16150731625
GMW000000036214001,92670.93593557437
GMW000000036215001,92664.21339303782
GMW000000036216001,92228.33315473679
GMW000000036217001,91987.54636696028
GMW000000036218001,92912.15689072726
GMW000000036219001,92947.37683673705
GMW000000036220001,91933.59752312873
GMW000000036221001,91559.85727619322
GMW000000036222001,91923.75748909405
GMW000000036223001,91138.60966707279
GMW000000036224001,91329.24053645237
GMW000000036225001,91277.73117253196
GMW000000036226001,91149.2603787235
GMW000000036227001,91726.37120387814
GMW000000036228001,91216.87003659646
GMW000000036229001,91882.83179046889
GMW000000036230001,91942.8425238585
GMW000000036231001,91798.3221435425
GMW000000036232001,91154.13050412641
GMW000000036233001,91979.8914446626
GMW000000036234001,91775.14170828188
GMW000000036235001,91624.66121041315
GMW000000036236001,91700.50064790639
GMW000000036237001,91871.95179418557
GMW000000036238001,91168.91051036365
GMW000000036239001,91037.91980259834
GMW000000036240001,91412.18053072046
GMW000000036241001,91239.50028308493
GMW000000036242001,91003.71947464308
GMW000000036243001,91987.5832412027
GMW000000036244001,91077.99181346083
GMW000000036245001,91584.88372054149
GMW000000036246001,91356.63285206666
GMW000000036247001,91857.64419828416
GMW000000036248001,91367.44182938764
GMW000000036249001,91025.41132652393
GMW000000036250001,91024.13111931259
GMW000000036251001,91257.12245295534
