date,x
GMW000000036252001,91182.99247196913
GMW000000036253001,91712.78246658666
GMW000000036254001,91663.8522784264
GMW000000036255001,91025.65011196276
GMW000000036256001,91473.08167262468
GMW000000036257001,91735.94247512482
GMW000000036258001,91018.67059975474
GMW000000036259001,91232.9111591774
GMW000000036260001,90503.70028861397
GMW000000036261001,90586.88022533337
GMW000000036262001,90008.2090456509
GMW000000036263001,90952.03133201136
GMW000000036264001,90006.25046150677
GMW000000036265001,90840.22051213187
GMW000000036266001,90729.66062823034
GMW000000036267001,90948.9697667986
GMW000000036268001,90757.77094118675
GMW000000036269001,90378.09013410227
GMW000000036270001,90349.58133720342
GMW000000036271001,90314.18988631769
GMW000000036272001,90808.69146919371
GMW000000036273001,90539.27124791255
GMW000000036274001,90586.32078973332
GMW000000036275001,90246.52114919353
GMW000000036276001,90923.66012919803
GMW000000036277001,90212.55996860564
GMW000000036278001,90002.00817593539
GMW000000036441001,98156.93333763178
GMW000000036442001,98437.55812494486
GMW000000036443001,99061.43702302739
GMW000000036444001,99243.44805706164
GMW000000036445001,99079.53447947664
GMW000000036446001,99540.0425163256
GMW000000036447001,97315.94073883787
GMW000000036448001,97697.69293757051
GMW000000036449001,97396.94665627109
GMW000000036450001,97894.81757343042
GMW000000036451001,97831.76900405268
GMW000000036452001,98356.5339408673
GMW000000036453001,98795.24687781886
GMW000000036454001,97455.05985314398
GMW000000036455001,98389.34337445121
GMW000000036456001,98916.81521789805
GMW000000036457001,98304.11199543162
GMW000000036458001,98746.64601512777
GMW000000036459001,92680.31109620817
GMW000000036460001,99634.82801772503
GMW000000036461001,98584.45318417394
GMW000000036462001,98698.5644319497
GMW000000036463001,97762.97145762749
GMW000000036464001,97834.67230368112
GMW000000036465001,97209.48697648814
GMW000000036466001,97727.31162527265
GMW000000036467001,96074.84789302916
GMW000000036468001,96510.42066172446
GMW000000036469001,96915.19830475328
GMW000000036470001,96842.27757878632
GMW000000036471001,97560.6560184265
GMW000000036472001,97626.20624150026
GMW000000036473001,97310.99479203354
GMW000000036474001,97469.99494012058
GMW000000036475001,97704.87598872061
GMW000000036476001,97300.0242397901
GMW000000036477001,97696.87606014544
GMW000000036478001,97495.70588458597
GMW000000036479001,97496.7583527543
GMW000000036480001,93194.09377821334
GMW000000036481001,93782.2125447442
GMW000000036482001,94137.39991891566
GMW000000036483001,93968.02162722358
GMW000000036484001,93409.93732334118
GMW000000036485001,93964.82617217595
GMW000000036486001,95353.59122887344
GMW000000036487001,95214.03281853336
GMW000000036488001,96856.42557355663
GMW000000036489001,95461.69795935859
GMW000000036490001,94279.9120634621
GMW000000036491001,95530.73715007931
GMW000000036492001,95569.24571511475
GMW000000036493001,94918.46189496326
GMW000000036494001,94067.89503845666
GMW000000036495001,94526.95034074213
GMW000000036496001,94156.86429642043
GMW000000036497001,94239.18817214094
GMW000000036498001,94928.41270375859
GMW000000036499001,94994.41266880295
GMW000000036500001,90197.44849615995
GMW000000036501001,90444.57052853677
GMW000000036502001,91575.6796817678
GMW000000036503001,90102.65877185768
GMW000000036504001,93606.12859997473
GMW000000036505001,93747.87660969404
GMW000000036506001,93617.41050705506
GMW000000036507001,93622.60134318413
GMW000000036508001,93981.08900912589
GMW000000036509001,92376.86916836098
GMW000000036510001,92644.61959561642
GMW000000036511001,92751.115109987
GMW000000036512001,92565.23665668446
GMW000000036513001,92039.17573091885
GMW000000036514001,92039.5559286893
GMW000000036515001,92531.90204014056
GMW000000036516001,92117.73851879683
GMW000000036517001,91304.24089713431
GMW000000036518001,92375.50161422235
GMW000000036519001,91590.87656703343
GMW000000036520001,90333.75151610945
GMW000000036521001,90411.59375027395
GMW000000036522001,90284.0315238624
GMW000000036523001,90977.74255723224
GMW000000036524001,90062.960781876
GMW000000036525001,90409.00095507951
GMW000000036526001,90279.96100247282
GMW000000036527001,90735.75148994886
GMW000000036528001,90532.7816012697
GMW000000036529001,90553.39134832188
GMW000000036530001,90387.61115282375
GMW000000036531001,90467.99108792015
GMW000000036532001,90991.95264519469
GMW000000036533001,90804.44148478814
GMW000000036534001,90783.83136269546
GMW000000036535001,90929.44212390977
GMW000000036536001,90117.101847437
GMW000000036537001,90961.15405808733
GMW000000036538001,90010.07966764277
GMW000000036539001,90897.68276927646
GMW000000036540001,89553.257818916
GMW000000036541001,89058.7882521424
GMW000000036542001,89629.7183445287
GMW000000036543001,89940.19843184578
GMW000000036544001,89538.67793615651
GMW000000036545001,89054.14743809392
GMW000000036546001,89698.76816783575
GMW000000036547001,89746.6585205073
GMW000000036548001,89627.89789761888
GMW000000036549001,89267.94749788499
GMW000000036550001,90890.75353147896
GMW000000036551001,90653.10280088434
GMW000000036552001,89258.75875001596
GMW000000036553001,89091.28779399037
GMW000000036554001,90121.1910101716
GMW000000036555001,90317.56375689102
GMW000000036556001,89301.89802486806
GMW000000036557001,89104.85744991762
GMW000000036558001,89098.45776502366
GMW000000036559001,89096.1483663826
GMW000000036560001,89805.30986852697
GMW000000036561001,89781.60961040173
GMW000000036562001,89737.11934673364
GMW000000036563001,89754.30978249981
GMW000000036564001,89941.79969995006
GMW000000036565001,89386.11815846998
GMW000000036566001,89986.53024945414
GMW000000036567001,89841.43943580854
GMW000000036568001,89593.51896668819
GMW000000036569001,89574.90843088759
GMW000000036570001,89645.78854252576
GMW000000036571001,89493.04836643425
GMW000000036572001,89161.82758770381
GMW000000036573001,89499.69818420082
GMW000000036574001,89271.72821117043
GMW000000036575001,89631.32858796926
GMW000000036576001,89562.99870384397
GMW000000036577001,89678.09923271253
GMW000000036578001,89044.34759348191
GMW000000036579001,89021.21777417495
GMW000000036580001,88851.31790071649
GMW000000036581001,88587.85769211591
GMW000000036582001,88965.20756163626
GMW000000036583001,88855.88814411197
GMW000000036584001,88330.77619216476
GMW000000036585001,88780.76712154357
GMW000000036586001,88850.36700710557
GMW000000036587001,89458.70924656691
GMW000000036588001,89284.00811164646
GMW000000036589001,89671.8091525238
GMW000000036590001,89883.90945963468
GMW000000036591001,89405.22894297924
GMW000000036592001,89647.58882301816
GMW000000036593001,88614.16786421163
GMW000000036594001,88758.18753338224
GMW000000036595001,88696.98714571433
GMW000000036596001,88600.02761614085
GMW000000036597001,88631.34750814928
GMW000000036598001,88993.59771524422
GMW000000036599001,88594.85747120867
GMW000000036600001,88218.325874613
GMW000000036601001,88428.97148198697
GMW000000036602001,88931.2179714257
GMW000000036603001,88909.80776671042
GMW000000036604001,88433.351609442
GMW000000036605001,88887.49747538338
GMW000000036606001,88902.39725004003
GMW000000036607001,88826.83691567482
GMW000000036608001,88915.46697995579
GMW000000036609001,88529.56677848741
GMW000000036610001,88515.86611623756
GMW000000036611001,88869.99704881421
GMW000000036612001,88887.71717982816
GMW000000036613001,88525.54634727967
GMW000000036614001,88661.77664051343
GMW000000036615001,88681.14659512707
GMW000000036616001,88776.21691880203
GMW000000036617001,88648.13688068291
GMW000000036618001,88630.92652182253
GMW000000036619001,88299.14574016823
GMW000000036620001,84402.39572276901
GMW000000036621001,68562.73645887636
GMW000000036622001,84981.21792400302
GMW000000036623001,84576.93221921597
GMW000000036624001,75579.82469176021
GMW000000036625001,84617.52543408015
GMW000000036626001,75579.74454034022
GMW000000036627001,87950.21641547624
GMW000000036628001,83981.27879748172
GMW000000036629001,86080.12108985285
GMW000000036630001,83771.39972072607
GMW000000036631001,84845.09297546216
GMW000000036632001,84414.4705591983
GMW000000036633001,78653.44887522003
GMW000000036634001,84641.05145514673
GMW000000036635001,77554.5560195624
GMW000000036636001,85067.018557089
GMW000000036637001,83919.54464963169
GMW000000036638001,84118.1205461235
GMW000000036639001,83262.40504503662
GMW000000036642001,96408.63753557863
GMW000000036643001,77026.91075999843
GMW000000036644001,96928.35165855827
GMW000000036645001,76547.35095937607
GMW000000036646001,96502.29914549273
GMW000000036647001,76357.38355885181
GMW000000036648001,96387.82188419283
GMW000000036649001,77399.08013686677
GMW000000036650001,96419.8373345071
GMW000000036651001,76205.06169430375
GMW000000036652001,95938.38544545845
GMW000000036653001,95341.34831312203
GMW000000036654001,96922.8872705792
GMW000000036655001,96846.93086830915
GMW000000036656001,95929.82217418881
GMW000000036657001,95034.8571797875
GMW000000036658001,94565.0695452191
GMW000000036659001,100525.76727763734
GMW000000036660001,90628.9125990663
GMW000000036661001,84775.84825846957
GMW000000036662001,100189.06531496806
GMW000000036663001,90786.39387071459
GMW000000036664001,84343.34236010945
GMW000000036665001,90316.84153146044
GMW000000036666001,90054.99080624699
GMW000000036667001,85073.91290970817
GMW000000036668001,100241.86824881496
GMW000000036669001,84329.26417440355
GMW000000036670001,99642.07881591513
GMW000000036671001,84838.79309242507
GMW000000036672001,100316.66617668384
GMW000000036673001,84259.65843522325
GMW000000036674001,100253.96734936687
GMW000000036675001,84987.141323005
GMW000000036676001,99661.24771028114
GMW000000036677001,84686.29391594097
GMW000000036678001,99683.10620381492
GMW000000036679001,99840.8666087549
GMW000000036680001,84690.82730841264
GMW000000036681001,99944.35631783438
GMW000000036682001,84608.0358919421
GMW000000036683001,99817.93898557746
GMW000000036684001,84984.29087465654
GMW000000036685001,99899.86890739316
GMW000000036686001,84097.76988816052
GMW000000036687001,84169.59709846333
GMW000000036688001,99925.18738522896
GMW000000036689001,84880.3160586367
GMW000000036690001,98052.01322235413
GMW000000036691001,84473.78834095248
GMW000000036692001,97128.05920453256
GMW000000036693001,84478.53127236066
GMW000000036694001,98380.3507439454
GMW000000036695001,84589.03020226369
GMW000000036696001,98085.53808475983
GMW000000036697001,84135.15156141036
GMW000000036698001,97913.87523619743
GMW000000036699001,97882.38908202169
GMW000000036700001,84594.06313974834
GMW000000036701001,97644.40608941703
GMW000000036702001,84179.22286162799
GMW000000036703001,83593.89212803356
GMW000000036704001,92051.2864941783
GMW000000036705001,92885.46288988835
GMW000000036706001,92388.05337929976
GMW000000036707001,86280.41969362323
GMW000000036708001,92014.314742133
GMW000000036709001,85988.35947804412
GMW000000036710001,85921.31046875856
GMW000000036711001,92361.9072480314
GMW000000036712001,86056.93031196712
GMW000000036713001,91929.04662718705
GMW000000036714001,86301.92158513713
GMW000000036715001,85685.87286808903
GMW000000036716001,85337.1601308959
GMW000000036717001,85940.22879343279
GMW000000036718001,85973.09204894687
GMW000000036719001,85485.15278429122
GMW000000036720001,91817.36649392416
GMW000000036721001,91887.51414610649
GMW000000036722001,91776.40348256481
GMW000000036723001,91975.03548866966
GMW000000036724001,91457.89355945069
GMW000000036725001,91903.22530134967
GMW000000036726001,85020.86216493043
GMW000000036727001,91918.9657553011
GMW000000036728001,85527.55629861771
GMW000000036729001,91193.24355987167
GMW000000036730001,91035.15306384777
GMW000000036731001,85160.19385317295
GMW000000036732001,85222.78886563775
GMW000000036733001,91318.26425729663
GMW000000036734001,85177.67370306679
GMW000000036735001,85377.8951276559
GMW000000036736001,85407.66969817078
GMW000000036737001,86302.52891894782
GMW000000036738001,85008.81385669063
GMW000000036739001,85431.04185830549
GMW000000036740001,85404.67085397888
GMW000000036741001,90998.68787131566
GMW000000036742001,91847.2457540803
GMW000000036743001,91831.8554083565
GMW000000036744001,90358.30246836954
GMW000000036745001,90424.34235656628
GMW000000036746001,90327.97972445618
GMW000000036747001,90245.12958052524
GMW000000036748001,93564.40648875956
GMW000000036749001,93409.66633906754
GMW000000036750001,94500.130945591
GMW000000036751001,94192.87102048915
GMW000000036752001,93545.54696244249
GMW000000036753001,93372.31744264883
GMW000000036754001,93562.19615481241
GMW000000036755001,93492.47657534067
GMW000000036756001,93487.10765291816
GMW000000036757001,93565.51634755547
GMW000000036758001,93471.69808034359
GMW000000036759001,93578.08694640372
GMW000000036760001,93439.34676537187
GMW000000036761001,93519.93645445103
GMW000000036762001,93161.15624964981
GMW000000036763001,93158.99941752602
GMW000000036764001,89670.37998566484
GMW000000036765001,89846.49041566285
GMW000000036766001,93313.86311471974
GMW000000036767001,90640.39342050244
GMW000000036768001,93380.20412219511
GMW000000036769001,90259.00185538683
GMW000000036770001,88592.49420915717
GMW000000036771001,88624.3227228211
GMW000000036772001,89965.7420261367
GMW000000036773001,89563.18227962467
GMW000000036774001,86486.1615024227
GMW000000036775001,86187.5887859356
GMW000000036776001,92085.34939147138
GMW000000036777001,92624.8348397968
GMW000000036778001,93574.71639773852
GMW000000036779001,93732.25993157318
GMW000000036780001,75868.58308224379
GMW000000036781001,68983.92833967708
GMW000000036782001,75680.29843619652
GMW000000036783001,68806.92734145038
GMW000000036784001,75640.15571462129
GMW000000036785001,68101.26186545606
GMW000000036786001,75382.04848111997
GMW000000036787001,68664.49682232988
GMW000000036788001,70105.89641150385
GMW000000036789001,75887.13970626409
GMW000000036790001,68881.42754921534
GMW000000036791001,75414.5015139541
GMW000000036792001,69422.09080435967
GMW000000036793001,69036.4290390558
GMW000000036794001,69286.24072352037
GMW000000036795001,69180.19934823447
GMW000000036796001,69669.4125138597
GMW000000036797001,69309.40114431667
GMW000000036798001,69449.69205138643
GMW000000036799001,69101.66062957067
GMW000000036800001,76346.55703783785
GMW000000036801001,68685.01589831902
GMW000000036802001,76644.67211209492
GMW000000036803001,68641.25682158378
GMW000000036804001,76019.99588826769
GMW000000036805001,69152.11021347385
GMW000000036806001,76714.89318201109
GMW000000036807001,69305.9213833376
GMW000000036808001,68807.52724127074
GMW000000036809001,67766.69042860148
GMW000000036810001,68779.878548466
GMW000000036811001,68818.68788580052
GMW000000036812001,69255.22103989086
GMW000000036813001,76213.29313830948
GMW000000036814001,69322.49098626754
GMW000000036815001,76737.9953663759
GMW000000036816001,69618.76381691481
GMW000000036817001,69571.85266758931
GMW000000036818001,76751.4689620549
GMW000000036819001,69030.38926056874
GMW000000036820001,97870.00297312316
GMW000000036821001,83654.66912410411
GMW000000036822001,97470.63387183948
GMW000000036823001,83545.48966960015
GMW000000036824001,97709.16517636832
GMW000000036825001,83162.52239738534
GMW000000036826001,97298.45240904021
GMW000000036827001,83603.70918114363
GMW000000036828001,97350.19684573889
GMW000000036829001,83652.06704261417
GMW000000036830001,97002.31525862415
GMW000000036831001,83576.04489884105
GMW000000036832001,97317.55675569046
GMW000000036833001,83788.38365094754
GMW000000036834001,97350.46696590929
GMW000000036835001,83036.12402469626
GMW000000036836001,97996.38293124325
GMW000000036837001,83792.11891963714
GMW000000036838001,96306.63324068653
GMW000000036839001,77025.57902482705
GMW000000036842001,99294.91027381897
GMW000000036843001,99312.13233649838
GMW000000036844001,98727.52589111903
GMW000000036845001,98294.35461728743
GMW000000036846001,98977.38881083607
GMW000000036847001,98471.46038615142
GMW000000036848001,98618.45415778167
GMW000000036849001,98051.78832242929
GMW000000036850001,98990.98160555563
GMW000000036851001,98949.23572163907
GMW000000036852001,98441.32492198735
GMW000000036853001,97493.83114833297
GMW000000036854001,97505.88933355
GMW000000036855001,99781.37354761764
GMW000000036856001,99694.11019804218
GMW000000036857001,100573.46563828396
GMW000000036858001,100141.26969308755
GMW000000036859001,99472.48625003283
GMW000000036860001,97367.09072673434
GMW000000036861001,97505.13606931079
GMW000000036862001,97419.63264919314
GMW000000036863001,97447.6949991144
GMW000000036864001,97518.38523750746
GMW000000036865001,97444.03594973791
GMW000000036866001,97448.50440880045
GMW000000036867001,97601.67712908197
GMW000000036868001,97703.26942765265
GMW000000036869001,97379.86670664002
GMW000000036870001,97391.4578468519
GMW000000036871001,98530.52582097775
GMW000000036872001,98005.42324798327
GMW000000036873001,97593.70090248327
GMW000000036874001,98023.4227747469
GMW000000036875001,97652.06197606162
GMW000000036877001,97444.21287263403
GMW000000036878001,97516.85953242565
GMW000000036879001,97370.96057729422
GMW000000036880001,96393.65060248542
GMW000000036881001,96122.69124915388
GMW000000036882001,96120.58335520404
GMW000000036883001,96812.1502387411
GMW000000036884001,96876.15242219807
GMW000000036885001,96878.13274539486
GMW000000036886001,96605.3001848698
GMW000000036887001,96812.36213905408
GMW000000036888001,96828.95211998056
GMW000000036889001,97358.79676680919
GMW000000036890001,97599.19176032704
GMW000000036891001,97376.69692883256
GMW000000036892001,97469.74747167589
GMW000000036893001,97400.9168150629
GMW000000036894001,97367.2090841464
GMW000000036895001,97033.23711841743
GMW000000036896001,97337.20760641043
GMW000000036897001,97623.68006155873
GMW000000036898001,97812.71148740154
GMW000000036899001,97877.27216320178
GMW000000036900001,96479.22347981061
GMW000000036901001,95593.33039852552
GMW000000036902001,95370.02916372471
GMW000000036903001,95964.23195433445
GMW000000036904001,95800.7511703469
GMW000000036905001,94400.52498811003
GMW000000036906001,94872.52630553945
GMW000000036907001,96443.88080548262
GMW000000036908001,96397.53014798321
GMW000000036909001,96441.9109963288
GMW000000036910001,96409.06044694914
GMW000000036911001,96572.11120363086
GMW000000036912001,96522.10148970329
GMW000000036913001,96319.72262540447
GMW000000036914001,94627.39542171088
GMW000000036915001,96692.03493884279
GMW000000036916001,96404.09251388501
GMW000000036917001,95012.18832099024
GMW000000036918001,95033.5330285318
GMW000000036919001,96506.52503588921
GMW000000036920001,95529.32334482795
GMW000000036921001,93604.94486363634
GMW000000036922001,93513.16526141285
GMW000000036923001,93546.03477587903
GMW000000036924001,93892.22678300875
GMW000000036925001,93065.84658012187
GMW000000036926001,93605.98316070148
GMW000000036927001,93692.00574598233
GMW000000036928001,93270.65686391521
GMW000000036929001,93208.61729283353
GMW000000036930001,93477.29644045311
GMW000000036931001,94334.22848926243
GMW000000036932001,93359.91642784522
GMW000000036933001,94932.34215024882
GMW000000036934001,94822.90243899694
GMW000000036935001,94519.4787787257
GMW000000036936001,94383.65629676971
GMW000000036937001,94115.53914662023
GMW000000036938001,93604.72480253837
GMW000000036939001,94644.2407644768
GMW000000036940001,94845.56543384865
GMW000000036941001,93395.83660768883
GMW000000036942001,93623.2369536303
GMW000000036943001,93489.71731478733
GMW000000036944001,93506.71678004655
GMW000000036945001,93450.7266952316
GMW000000036946001,93824.7981865296
GMW000000036947001,93821.87168005505
GMW000000036948001,93361.32751453295
GMW000000036949001,93971.39947953977
GMW000000036950001,93761.89241433894
GMW000000036951001,93919.46681873532
GMW000000036952001,93345.59592220708
GMW000000036953001,93398.17672443134
GMW000000036954001,93421.5367595284
GMW000000036955001,93630.48692983639
GMW000000036956001,93374.37694914009
GMW000000036957001,93361.29660663969
GMW000000036958001,93628.18659806576
GMW000000036959001,93368.78723246107
GMW000000036960001,93439.94669055149
GMW000000036961001,92412.71753505078
GMW000000036962001,92421.30726476901
GMW000000036963001,92349.6569587719
GMW000000036964001,91781.50686255324
GMW000000036965001,91525.03772620695
GMW000000036966001,92358.95643527232
GMW000000036967001,91939.47621964347
GMW000000036968001,91698.91926271516
GMW000000036969001,91714.21941415578
GMW000000036970001,91707.80893274808
GMW000000036971001,93231.04175769661
GMW000000036972001,91788.35842127513
GMW000000036973001,92123.50681143731
GMW000000036974001,92075.00769759534
GMW000000036975001,92387.17608802409
GMW000000036976001,92235.4362061556
GMW000000036977001,92489.48039772951
GMW000000036978001,92571.89743063423
GMW000000036979001,92828.90073876757
GMW000000036980001,92256.6694223668
GMW000000036981001,91827.1726390726
GMW000000036982001,91986.38313056168
GMW000000036983001,91383.17873005904
GMW000000036984001,91547.67121214804
GMW000000036985001,91618.99111494953
GMW000000036986001,91635.26096876996
GMW000000036987001,91813.74366655384
GMW000000036988001,91715.83489632735
GMW000000036989001,90664.86868569531
GMW000000036990001,90636.1033505431
GMW000000036991001,91337.32900810504
GMW000000036992001,91130.18867485886
GMW000000036993001,91681.52874408072
GMW000000036994001,91721.91926040626
GMW000000036995001,91513.62089856796
GMW000000036996001,91084.61833300577
GMW000000036997001,91174.84887376915
GMW000000036998001,91813.11575785164
GMW000000036999001,91446.02402739742
GMW000000037000001,91443.77382192848
GMW000000037001001,88707.74730052295
GMW000000037002001,88793.66690909321
GMW000000037003001,88522.33742455055
GMW000000037004001,88938.10683187134
GMW000000037005001,87423.88602720083
GMW000000037006001,88054.26536386654
GMW000000037007001,87192.49581041593
GMW000000037008001,89340.5182127172
GMW000000037009001,89422.36774054766
GMW000000037010001,89740.79813663407
GMW000000037011001,89054.68715008473
GMW000000037012001,89130.3069061588
GMW000000037013001,89421.28740897603
GMW000000037014001,89010.72686202261
GMW000000037015001,87653.66657905572
GMW000000037016001,89976.30809024017
GMW000000037017001,89277.58761322022
GMW000000037018001,89362.46805654069
GMW000000037019001,88774.93765072845
GMW000000037020001,89023.95765594355
GMW000000037021001,84612.94039258461
GMW000000037022001,84737.10968229872
GMW000000037023001,70151.50652351709
GMW000000037024001,85419.18752422031
GMW000000037025001,84905.24951561472
GMW000000037026001,85564.41813172921
GMW000000037027001,76902.29100904053
GMW000000037028001,86378.87052047078
GMW000000037029001,84647.84947504922
GMW000000037030001,86241.52970204319
GMW000000037031001,84575.49936018938
GMW000000037032001,84463.5891656157
GMW000000037033001,75807.29035937335
GMW000000037034001,84383.97876145608
GMW000000037035001,75778.24152291282
GMW000000037036001,84294.51836033932
GMW000000037037001,76860.4521099579
GMW000000037038001,84520.53861275029
GMW000000037039001,76853.56162105512
GMW000000037040001,84321.37159903855
GMW000000037294001,98001.42395035145
GMW000000037295001,98445.4624899863
GMW000000037296001,97095.9569757095
GMW000000037297001,98977.4069428941
GMW000000037298001,97390.96976622078
GMW000000037299001,90841.89142707839
GMW000000037300001,90791.02129905533
GMW000000037301001,68900.07837447821
GMW000000037302001,68920.61869306063
GMW000000037303001,100292.07122445476
GMW000000037304001,100096.0749724629
GMW000000037305001,100173.3777911842
GMW000000037306001,100359.77613438472
GMW000000037307001,100056.87783140941
GMW000000037308001,98160.62180755023
GMW000000037309001,98405.21634530298
GMW000000037310001,99865.30777562628
GMW000000037311001,99065.04584759707
GMW000000037312001,98376.22290447637
GMW000000037313001,96510.72112728877
GMW000000037314001,96484.93069997444
GMW000000037315001,96903.55917581008
GMW000000037316001,96886.23464660949
GMW000000037317001,97265.45946236188
GMW000000037318001,95012.08528034083
GMW000000037319001,97611.73944864169
GMW000000037320001,97035.92475181498
GMW000000037321001,97533.65995922072
GMW000000037322001,97600.73983433074
GMW000000037323001,97494.82239506519
GMW000000037324001,97576.61189893479
GMW000000037325001,97811.13299713972
GMW000000037326001,97123.3801742128
GMW000000037327001,97968.63518341826
GMW000000037328001,97623.31087068786
GMW000000037329001,97567.85099004701
GMW000000037330001,96691.53203314566
GMW000000037331001,97493.21593679811
GMW000000037332001,97466.9463212401
GMW000000037333001,95464.6810156003
GMW000000037334001,95380.91592474678
GMW000000037335001,95916.10382610746
GMW000000037336001,95111.84752822228
GMW000000037337001,95149.14757881087
GMW000000037338001,95179.96800552408
GMW000000037339001,94238.9576909306
GMW000000037340001,94479.36790804153
GMW000000037341001,94795.60830049106
GMW000000037342001,94263.1567421366
GMW000000037343001,94758.23602669183
GMW000000037344001,94804.61080904027
GMW000000037345001,94255.2514824713
GMW000000037346001,94811.83290790016
GMW000000037347001,94709.73013121146
GMW000000037348001,94516.19927409013
GMW000000037349001,94406.55801215944
GMW000000037350001,94523.44794163966
GMW000000037351001,94533.0788649499
GMW000000037352001,94575.580062959
GMW000000037353001,94373.42830291035
GMW000000037354001,94622.20225668958
GMW000000037355001,94663.49233960408
GMW000000037356001,94400.33970665385
GMW000000037357001,94226.48751526943
GMW000000037358001,94551.22147725307
GMW000000037359001,94523.8201377501
GMW000000037360001,94481.80003656313
GMW000000037361001,94440.4595050411
GMW000000037362001,94728.67209841765
GMW000000037363001,94773.12217470117
GMW000000037364001,94593.9313123889
GMW000000037365001,94679.67206422944
GMW000000037366001,94509.42068594611
GMW000000037367001,94394.55008728398
GMW000000037368001,94853.18291936681
GMW000000037369001,94925.11381003055
GMW000000037370001,94305.7194218328
GMW000000037371001,94415.69960572886
GMW000000037372001,93008.80841296789
GMW000000037373001,93768.3618893136
GMW000000037374001,93968.89539051369
GMW000000037375001,94044.18602636192
GMW000000037376001,93374.30682286178
GMW000000037377001,93515.57784881101
GMW000000037378001,93486.78645352382
GMW000000037379001,94649.25992951635
GMW000000037380001,94641.12024006368
GMW000000037381001,93780.62374038872
GMW000000037382001,93335.95626699056
GMW000000037383001,93037.52486807996
GMW000000037384001,93030.18580416101
GMW000000037385001,93316.3075315714
GMW000000037386001,93689.44725390166
GMW000000037387001,93754.01519645158
GMW000000037388001,93836.8311543704
GMW000000037389001,93837.83102895896
GMW000000037390001,93215.19587130439
GMW000000037391001,93877.83030125679
GMW000000037392001,92871.66722410264
GMW000000037393001,91887.98304676662
GMW000000037394001,92118.73080592904
GMW000000037395001,91523.41708055047
GMW000000037396001,92016.34833799428
GMW000000037397001,92408.32002279998
GMW000000037398001,93763.35862889321
GMW000000037399001,92743.44196386513
GMW000000037400001,92091.08042460839
GMW000000037401001,92030.05958710719
GMW000000037402001,92469.11037834547
GMW000000037403001,92450.6302586832
GMW000000037404001,92005.3992663
GMW000000037405001,92397.50171662486
GMW000000037406001,92291.17054280068
GMW000000037407001,92147.17046083405
GMW000000037408001,92389.58050553105
GMW000000037409001,92393.84038921149
GMW000000037410001,92754.85528334288
GMW000000037411001,92209.82529397905
GMW000000037412001,91957.19297083693
GMW000000037413001,91327.01366926663
GMW000000037414001,91231.73257960775
GMW000000037415001,91042.43335521975
GMW000000037416001,91059.13259001805
GMW000000037417001,91837.6331765751
GMW000000037418001,91592.79200899013
GMW000000037419001,91773.53332208336
GMW000000037420001,91327.50302808105
GMW000000037421001,91340.03374869944
GMW000000037422001,91852.87334735037
GMW000000037423001,91789.14238983221
GMW000000037424001,91075.07252894365
GMW000000037425001,91749.01186586879
GMW000000037426001,91134.0424449849
GMW000000037427001,91602.85176252716
GMW000000037428001,91504.89279306665
GMW000000037429001,91755.47258932893
GMW000000037430001,91533.05287435398
GMW000000037431001,91702.80176341151
GMW000000037432001,90949.51195548574
GMW000000037433001,90836.35110915313
GMW000000037434001,90831.69108503644
GMW000000037435001,91326.57331111595
GMW000000037436001,91085.83273047186
GMW000000037437001,91197.12310257637
GMW000000037438001,91388.52359322945
GMW000000037439001,91265.59277129636
GMW000000037440001,91306.64329976543
GMW000000037441001,91137.09416512522
GMW000000037442001,91927.21688192437
GMW000000037443001,91243.98258000912
GMW000000037444001,91421.31394323501
GMW000000037445001,90407.51833393749
GMW000000037446001,90745.06893243175
GMW000000037447001,91592.26827538754
GMW000000037448001,91143.80583367858
GMW000000037449001,90537.98879049193
GMW000000037450001,90307.65871287536
GMW000000037451001,90766.78117562621
GMW000000037452001,90100.73023623208
GMW000000037453001,90108.53148770057
GMW000000037454001,90660.5395914104
GMW000000037455001,90035.78956952658
GMW000000037456001,90207.14140317414
GMW000000037457001,88588.93318717019
GMW000000037458001,88486.98216890328
GMW000000037459001,89561.77874449953
GMW000000037460001,88416.08715509548
GMW000000037461001,88501.19252050089
GMW000000037462001,89067.19861832111
GMW000000037463001,89637.73894167817
GMW000000037464001,89900.95823746089
GMW000000037465001,89636.90021516118
GMW000000037466001,88609.66699333218
GMW000000037467001,89292.49946786692
GMW000000037468001,89928.25118432546
GMW000000037469001,88480.46681008505
GMW000000037470001,88579.26742823071
GMW000000037471001,88527.86716831602
GMW000000037472001,83594.72251397149
GMW000000037473001,86567.99224405366
GMW000000037474001,83975.51242454103
GMW000000037475001,85225.45896368963
GMW000000037476001,84169.36821298272
GMW000000037477001,85973.47998119405
GMW000000037478001,77612.79865717099
GMW000000037479001,85960.09083162069
GMW000000037480001,77556.85873376255
GMW000000037481001,86427.77999824221
GMW000000037482001,83698.33829717863
GMW000000037483001,86512.14926203633
GMW000000037484001,83982.89840521505
GMW000000037485001,87488.68614885648
GMW000000037486001,84571.60530532962
GMW000000037487001,86548.64080081864
GMW000000037488001,84409.13525133378
GMW000000037489001,86645.79101004986
GMW000000037490001,83828.43913493936
GMW000000037491001,86164.1817352256
GMW000000037845001,99071.16582228389
GMW000000037846001,98170.65846101532
GMW000000037847001,98132.32166869921
GMW000000037848001,98239.30168847833
