date,unit
GMW000000036589001,m NAP
GMW000000036590001,m NAP
GMW000000036591001,m NAP
GMW000000036592001,m NAP
GMW000000036593001,m NAP
GMW000000036594001,m NAP
GMW000000036595001,m NAP
GMW000000036596001,m NAP
GMW000000036597001,m NAP
GMW000000036598001,m NAP
GMW000000036599001,m NAP
GMW000000036600001,m NAP
GMW000000036601001,m NAP
GMW000000036602001,m NAP
GMW000000036603001,m NAP
GMW000000036604001,m NAP
GMW000000036605001,m NAP
GMW000000036606001,m NAP
GMW000000036607001,m NAP
GMW000000036608001,m NAP
GMW000000036609001,m NAP
GMW000000036610001,m NAP
GMW000000036611001,m NAP
GMW000000036612001,m NAP
GMW000000036613001,m NAP
GMW000000036614001,m NAP
GMW000000036615001,m NAP
GMW000000036616001,m NAP
GMW000000036617001,m NAP
GMW000000036618001,m NAP
GMW000000036619001,m NAP
GMW000000036620001,m NAP
GMW000000036621001,m NAP
GMW000000036622001,m NAP
GMW000000036623001,m NAP
GMW000000036624001,m NAP
GMW000000036625001,m NAP
GMW000000036626001,m NAP
GMW000000036627001,m NAP
GMW000000036628001,m NAP
GMW000000036629001,m NAP
GMW000000036630001,m NAP
GMW000000036631001,m NAP
GMW000000036632001,m NAP
GMW000000036633001,m NAP
GMW000000036634001,m NAP
GMW000000036635001,m NAP
GMW000000036636001,m NAP
GMW000000036637001,m NAP
GMW000000036638001,m NAP
GMW000000036639001,m NAP
GMW000000036642001,m NAP
GMW000000036643001,m NAP
GMW000000036644001,m NAP
GMW000000036645001,m NAP
GMW000000036646001,m NAP
GMW000000036647001,m NAP
GMW000000036648001,m NAP
GMW000000036649001,m NAP
GMW000000036650001,m NAP
GMW000000036651001,m NAP
GMW000000036652001,m NAP
GMW000000036653001,m NAP
GMW000000036654001,m NAP
GMW000000036655001,m NAP
GMW000000036656001,m NAP
GMW000000036657001,m NAP
GMW000000036658001,m NAP
GMW000000036659001,m NAP
GMW000000036660001,m NAP
GMW000000036661001,m NAP
GMW000000036662001,m NAP
GMW000000036663001,m NAP
GMW000000036664001,m NAP
GMW000000036665001,m NAP
GMW000000036666001,m NAP
GMW000000036667001,m NAP
GMW000000036668001,m NAP
GMW000000036669001,m NAP
GMW000000036670001,m NAP
GMW000000036671001,m NAP
GMW000000036672001,m NAP
GMW000000036673001,m NAP
GMW000000036674001,m NAP
GMW000000036675001,m NAP
GMW000000036676001,m NAP
GMW000000036677001,m NAP
GMW000000036678001,m NAP
GMW000000036679001,m NAP
GMW000000036680001,m NAP
GMW000000036681001,m NAP
GMW000000036682001,m NAP
GMW000000036683001,m NAP
GMW000000036684001,m NAP
GMW000000036685001,m NAP
GMW000000036686001,m NAP
GMW000000036687001,m NAP
GMW000000036688001,m NAP
GMW000000036689001,m NAP
GMW000000036690001,m NAP
GMW000000036691001,m NAP
GMW000000036692001,m NAP
GMW000000036693001,m NAP
GMW000000036694001,m NAP
GMW000000036695001,m NAP
GMW000000036696001,m NAP
GMW000000036697001,m NAP
GMW000000036698001,m NAP
GMW000000036699001,m NAP
GMW000000036700001,m NAP
GMW000000036701001,m NAP
GMW000000036702001,m NAP
GMW000000036703001,m NAP
GMW000000036704001,m NAP
GMW000000036705001,m NAP
GMW000000036706001,m NAP
GMW000000036707001,m NAP
GMW000000036708001,m NAP
GMW000000036709001,m NAP
GMW000000036710001,m NAP
GMW000000036711001,m NAP
GMW000000036712001,m NAP
GMW000000036713001,m NAP
GMW000000036714001,m NAP
GMW000000036715001,m NAP
GMW000000036716001,m NAP
GMW000000036717001,m NAP
GMW000000036718001,m NAP
GMW000000036719001,m NAP
GMW000000036720001,m NAP
GMW000000036721001,m NAP
GMW000000036722001,m NAP
GMW000000036723001,m NAP
GMW000000036724001,m NAP
GMW000000036725001,m NAP
GMW000000036726001,m NAP
GMW000000036727001,m NAP
GMW000000036728001,m NAP
GMW000000036729001,m NAP
GMW000000036730001,m NAP
GMW000000036731001,m NAP
GMW000000036732001,m NAP
GMW000000036733001,m NAP
GMW000000036734001,m NAP
GMW000000036735001,m NAP
GMW000000036736001,m NAP
GMW000000036737001,m NAP
GMW000000036738001,m NAP
GMW000000036739001,m NAP
GMW000000036740001,m NAP
GMW000000036741001,m NAP
GMW000000036742001,m NAP
GMW000000036743001,m NAP
GMW000000036744001,m NAP
GMW000000036745001,m NAP
GMW000000036746001,m NAP
GMW000000036747001,m NAP
GMW000000036748001,m NAP
GMW000000036749001,m NAP
GMW000000036750001,m NAP
GMW000000036751001,m NAP
GMW000000036752001,m NAP
GMW000000036753001,m NAP
GMW000000036754001,m NAP
GMW000000036755001,m NAP
GMW000000036756001,m NAP
GMW000000036757001,m NAP
GMW000000036758001,m NAP
GMW000000036759001,m NAP
GMW000000036760001,m NAP
GMW000000036761001,m NAP
GMW000000036762001,m NAP
GMW000000036763001,m NAP
GMW000000036764001,m NAP
GMW000000036765001,m NAP
GMW000000036766001,m NAP
GMW000000036767001,m NAP
GMW000000036768001,m NAP
GMW000000036769001,m NAP
GMW000000036770001,m NAP
GMW000000036771001,m NAP
GMW000000036772001,m NAP
GMW000000036773001,m NAP
GMW000000036774001,m NAP
GMW000000036775001,m NAP
GMW000000036776001,m NAP
GMW000000036777001,m NAP
GMW000000036778001,m NAP
GMW000000036779001,m NAP
GMW000000036780001,m NAP
GMW000000036781001,m NAP
GMW000000036782001,m NAP
GMW000000036783001,m NAP
GMW000000036784001,m NAP
GMW000000036785001,m NAP
GMW000000036786001,m NAP
GMW000000036787001,m NAP
GMW000000036788001,m NAP
GMW000000036789001,m NAP
GMW000000036790001,m NAP
GMW000000036791001,m NAP
GMW000000036792001,m NAP
GMW000000036793001,m NAP
GMW000000036794001,m NAP
GMW000000036795001,m NAP
GMW000000036796001,m NAP
GMW000000036797001,m NAP
GMW000000036798001,m NAP
GMW000000036799001,m NAP
GMW000000036800001,m NAP
GMW000000036801001,m NAP
GMW000000036802001,m NAP
GMW000000036803001,m NAP
GMW000000036804001,m NAP
GMW000000036805001,m NAP
GMW000000036806001,m NAP
GMW000000036807001,m NAP
GMW000000036808001,m NAP
GMW000000036809001,m NAP
GMW000000036810001,m NAP
GMW000000036811001,m NAP
GMW000000036812001,m NAP
GMW000000036813001,m NAP
GMW000000036814001,m NAP
GMW000000036815001,m NAP
GMW000000036816001,m NAP
GMW000000036817001,m NAP
GMW000000036818001,m NAP
GMW000000036819001,m NAP
GMW000000036820001,m NAP
GMW000000036821001,m NAP
GMW000000036822001,m NAP
GMW000000036823001,m NAP
GMW000000036824001,m NAP
GMW000000036825001,m NAP
GMW000000036826001,m NAP
GMW000000036827001,m NAP
GMW000000036828001,m NAP
GMW000000036829001,m NAP
GMW000000036830001,m NAP
GMW000000036831001,m NAP
GMW000000036832001,m NAP
GMW000000036833001,m NAP
GMW000000036834001,m NAP
GMW000000036835001,m NAP
GMW000000036836001,m NAP
GMW000000036837001,m NAP
GMW000000036838001,m NAP
GMW000000036839001,m NAP
GMW000000036842001,m NAP
GMW000000036843001,m NAP
GMW000000036844001,m NAP
GMW000000036845001,m NAP
GMW000000036846001,m NAP
GMW000000036847001,m NAP
GMW000000036848001,m NAP
GMW000000036849001,m NAP
GMW000000036850001,m NAP
GMW000000036851001,m NAP
GMW000000036852001,m NAP
GMW000000036853001,m NAP
GMW000000036854001,m NAP
GMW000000036855001,m NAP
GMW000000036856001,m NAP
GMW000000036857001,m NAP
GMW000000036858001,m NAP
GMW000000036859001,m NAP
GMW000000036860001,m NAP
GMW000000036861001,m NAP
GMW000000036862001,m NAP
GMW000000036863001,m NAP
GMW000000036864001,m NAP
GMW000000036865001,m NAP
GMW000000036866001,m NAP
GMW000000036867001,m NAP
GMW000000036868001,m NAP
GMW000000036869001,m NAP
GMW000000036870001,m NAP
GMW000000036871001,m NAP
GMW000000036872001,m NAP
GMW000000036873001,m NAP
GMW000000036874001,m NAP
GMW000000036875001,m NAP
GMW000000036877001,m NAP
GMW000000036878001,m NAP
GMW000000036879001,m NAP
GMW000000036880001,m NAP
GMW000000036881001,m NAP
GMW000000036882001,m NAP
GMW000000036883001,m NAP
GMW000000036884001,m NAP
GMW000000036885001,m NAP
GMW000000036886001,m NAP
GMW000000036887001,m NAP
GMW000000036888001,m NAP
GMW000000036889001,m NAP
GMW000000036890001,m NAP
GMW000000036891001,m NAP
GMW000000036892001,m NAP
GMW000000036893001,m NAP
GMW000000036894001,m NAP
GMW000000036895001,m NAP
GMW000000036896001,m NAP
GMW000000036897001,m NAP
GMW000000036898001,m NAP
GMW000000036899001,m NAP
GMW000000036900001,m NAP
GMW000000036901001,m NAP
GMW000000036902001,m NAP
GMW000000036903001,m NAP
GMW000000036904001,m NAP
GMW000000036905001,m NAP
GMW000000036906001,m NAP
GMW000000036907001,m NAP
GMW000000036908001,m NAP
GMW000000036909001,m NAP
GMW000000036910001,m NAP
GMW000000036911001,m NAP
GMW000000036912001,m NAP
GMW000000036913001,m NAP
GMW000000036914001,m NAP
GMW000000036915001,m NAP
GMW000000036916001,m NAP
GMW000000036917001,m NAP
GMW000000036918001,m NAP
GMW000000036919001,m NAP
GMW000000036920001,m NAP
GMW000000036921001,m NAP
GMW000000036922001,m NAP
GMW000000036923001,m NAP
GMW000000036924001,m NAP
GMW000000036925001,m NAP
GMW000000036926001,m NAP
GMW000000036927001,m NAP
GMW000000036928001,m NAP
GMW000000036929001,m NAP
GMW000000036930001,m NAP
GMW000000036931001,m NAP
GMW000000036932001,m NAP
GMW000000036933001,m NAP
GMW000000036934001,m NAP
GMW000000036935001,m NAP
GMW000000036936001,m NAP
GMW000000036937001,m NAP
GMW000000036938001,m NAP
GMW000000036939001,m NAP
GMW000000036940001,m NAP
GMW000000036941001,m NAP
GMW000000036942001,m NAP
GMW000000036943001,m NAP
GMW000000036944001,m NAP
GMW000000036945001,m NAP
GMW000000036946001,m NAP
GMW000000036947001,m NAP
GMW000000036948001,m NAP
GMW000000036949001,m NAP
GMW000000036950001,m NAP
GMW000000036951001,m NAP
GMW000000036952001,m NAP
GMW000000036953001,m NAP
GMW000000036954001,m NAP
GMW000000036955001,m NAP
GMW000000036956001,m NAP
GMW000000036957001,m NAP
GMW000000036958001,m NAP
GMW000000036959001,m NAP
GMW000000036960001,m NAP
GMW000000036961001,m NAP
GMW000000036962001,m NAP
GMW000000036963001,m NAP
GMW000000036964001,m NAP
GMW000000036965001,m NAP
GMW000000036966001,m NAP
GMW000000036967001,m NAP
GMW000000036968001,m NAP
GMW000000036969001,m NAP
GMW000000036970001,m NAP
GMW000000036971001,m NAP
GMW000000036972001,m NAP
GMW000000036973001,m NAP
GMW000000036974001,m NAP
GMW000000036975001,m NAP
GMW000000036976001,m NAP
GMW000000036977001,m NAP
GMW000000036978001,m NAP
GMW000000036979001,m NAP
GMW000000036980001,m NAP
GMW000000036981001,m NAP
GMW000000036982001,m NAP
GMW000000036983001,m NAP
GMW000000036984001,m NAP
GMW000000036985001,m NAP
GMW000000036986001,m NAP
GMW000000036987001,m NAP
GMW000000036988001,m NAP
GMW000000036989001,m NAP
GMW000000036990001,m NAP
GMW000000036991001,m NAP
GMW000000036992001,m NAP
GMW000000036993001,m NAP
GMW000000036994001,m NAP
GMW000000036995001,m NAP
GMW000000036996001,m NAP
GMW000000036997001,m NAP
GMW000000036998001,m NAP
GMW000000036999001,m NAP
GMW000000037000001,m NAP
GMW000000037001001,m NAP
GMW000000037002001,m NAP
GMW000000037003001,m NAP
GMW000000037004001,m NAP
GMW000000037005001,m NAP
GMW000000037006001,m NAP
GMW000000037007001,m NAP
GMW000000037008001,m NAP
GMW000000037009001,m NAP
GMW000000037010001,m NAP
GMW000000037011001,m NAP
GMW000000037012001,m NAP
GMW000000037013001,m NAP
GMW000000037014001,m NAP
GMW000000037015001,m NAP
GMW000000037016001,m NAP
GMW000000037017001,m NAP
GMW000000037018001,m NAP
GMW000000037019001,m NAP
GMW000000037020001,m NAP
GMW000000037021001,m NAP
GMW000000037022001,m NAP
GMW000000037023001,m NAP
GMW000000037024001,m NAP
GMW000000037025001,m NAP
GMW000000037026001,m NAP
GMW000000037027001,m NAP
GMW000000037028001,m NAP
GMW000000037029001,m NAP
GMW000000037030001,m NAP
GMW000000037031001,m NAP
GMW000000037032001,m NAP
GMW000000037033001,m NAP
GMW000000037034001,m NAP
GMW000000037035001,m NAP
GMW000000037036001,m NAP
GMW000000037037001,m NAP
GMW000000037038001,m NAP
GMW000000037039001,m NAP
GMW000000037040001,m NAP
GMW000000037294001,m NAP
GMW000000037295001,m NAP
GMW000000037296001,m NAP
GMW000000037297001,m NAP
GMW000000037298001,m NAP
GMW000000037299001,m NAP
GMW000000037300001,m NAP
GMW000000037301001,m NAP
GMW000000037302001,m NAP
GMW000000037303001,m NAP
GMW000000037304001,m NAP
GMW000000037305001,m NAP
GMW000000037306001,m NAP
GMW000000037307001,m NAP
GMW000000037308001,m NAP
GMW000000037309001,m NAP
GMW000000037310001,m NAP
GMW000000037311001,m NAP
GMW000000037312001,m NAP
GMW000000037313001,m NAP
GMW000000037314001,m NAP
GMW000000037315001,m NAP
GMW000000037316001,m NAP
GMW000000037317001,m NAP
GMW000000037318001,m NAP
GMW000000037319001,m NAP
GMW000000037320001,m NAP
GMW000000037321001,m NAP
GMW000000037322001,m NAP
GMW000000037323001,m NAP
GMW000000037324001,m NAP
GMW000000037325001,m NAP
GMW000000037326001,m NAP
GMW000000037327001,m NAP
GMW000000037328001,m NAP
GMW000000037329001,m NAP
GMW000000037330001,m NAP
GMW000000037331001,m NAP
GMW000000037332001,m NAP
GMW000000037333001,m NAP
GMW000000037334001,m NAP
GMW000000037335001,m NAP
GMW000000037336001,m NAP
GMW000000037337001,m NAP
GMW000000037338001,m NAP
GMW000000037339001,m NAP
GMW000000037340001,m NAP
GMW000000037341001,m NAP
GMW000000037342001,m NAP
GMW000000037343001,m NAP
GMW000000037344001,m NAP
GMW000000037345001,m NAP
GMW000000037346001,m NAP
GMW000000037347001,m NAP
GMW000000037348001,m NAP
GMW000000037349001,m NAP
GMW000000037350001,m NAP
GMW000000037351001,m NAP
GMW000000037352001,m NAP
GMW000000037353001,m NAP
GMW000000037354001,m NAP
GMW000000037355001,m NAP
GMW000000037356001,m NAP
GMW000000037357001,m NAP
GMW000000037358001,m NAP
GMW000000037359001,m NAP
GMW000000037360001,m NAP
GMW000000037361001,m NAP
GMW000000037362001,m NAP
GMW000000037363001,m NAP
GMW000000037364001,m NAP
GMW000000037365001,m NAP
GMW000000037366001,m NAP
GMW000000037367001,m NAP
GMW000000037368001,m NAP
GMW000000037369001,m NAP
GMW000000037370001,m NAP
GMW000000037371001,m NAP
GMW000000037372001,m NAP
GMW000000037373001,m NAP
GMW000000037374001,m NAP
GMW000000037375001,m NAP
GMW000000037376001,m NAP
GMW000000037377001,m NAP
GMW000000037378001,m NAP
GMW000000037379001,m NAP
GMW000000037380001,m NAP
GMW000000037381001,m NAP
GMW000000037382001,m NAP
GMW000000037383001,m NAP
GMW000000037384001,m NAP
GMW000000037385001,m NAP
GMW000000037386001,m NAP
GMW000000037387001,m NAP
GMW000000037388001,m NAP
GMW000000037389001,m NAP
GMW000000037390001,m NAP
GMW000000037391001,m NAP
GMW000000037392001,m NAP
GMW000000037393001,m NAP
GMW000000037394001,m NAP
GMW000000037395001,m NAP
GMW000000037396001,m NAP
GMW000000037397001,m NAP
GMW000000037398001,m NAP
GMW000000037399001,m NAP
GMW000000037400001,m NAP
GMW000000037401001,m NAP
GMW000000037402001,m NAP
GMW000000037403001,m NAP
GMW000000037404001,m NAP
GMW000000037405001,m NAP
GMW000000037406001,m NAP
GMW000000037407001,m NAP
GMW000000037408001,m NAP
GMW000000037409001,m NAP
GMW000000037410001,m NAP
GMW000000037411001,m NAP
GMW000000037412001,m NAP
GMW000000037413001,m NAP
GMW000000037414001,m NAP
GMW000000037415001,m NAP
GMW000000037416001,m NAP
GMW000000037417001,m NAP
GMW000000037418001,m NAP
GMW000000037419001,m NAP
GMW000000037420001,m NAP
GMW000000037421001,m NAP
GMW000000037422001,m NAP
GMW000000037423001,m NAP
GMW000000037424001,m NAP
GMW000000037425001,m NAP
GMW000000037426001,m NAP
GMW000000037427001,m NAP
GMW000000037428001,m NAP
GMW000000037429001,m NAP
GMW000000037430001,m NAP
GMW000000037431001,m NAP
GMW000000037432001,m NAP
GMW000000037433001,m NAP
GMW000000037434001,m NAP
GMW000000037435001,m NAP
GMW000000037436001,m NAP
GMW000000037437001,m NAP
GMW000000037438001,m NAP
GMW000000037439001,m NAP
GMW000000037440001,m NAP
GMW000000037441001,m NAP
GMW000000037442001,m NAP
GMW000000037443001,m NAP
GMW000000037444001,m NAP
GMW000000037445001,m NAP
GMW000000037446001,m NAP
GMW000000037447001,m NAP
GMW000000037448001,m NAP
GMW000000037449001,m NAP
GMW000000037450001,m NAP
GMW000000037451001,m NAP
GMW000000037452001,m NAP
GMW000000037453001,m NAP
GMW000000037454001,m NAP
GMW000000037455001,m NAP
GMW000000037456001,m NAP
GMW000000037457001,m NAP
GMW000000037458001,m NAP
GMW000000037459001,m NAP
GMW000000037460001,m NAP
GMW000000037461001,m NAP
GMW000000037462001,m NAP
GMW000000037463001,m NAP
GMW000000037464001,m NAP
GMW000000037465001,m NAP
GMW000000037466001,m NAP
GMW000000037467001,m NAP
GMW000000037468001,m NAP
GMW000000037469001,m NAP
GMW000000037470001,m NAP
GMW000000037471001,m NAP
GMW000000037472001,m NAP
GMW000000037473001,m NAP
GMW000000037474001,m NAP
GMW000000037475001,m NAP
GMW000000037476001,m NAP
GMW000000037477001,m NAP
GMW000000037478001,m NAP
GMW000000037479001,m NAP
GMW000000037480001,m NAP
GMW000000037481001,m NAP
GMW000000037482001,m NAP
GMW000000037483001,m NAP
GMW000000037484001,m NAP
GMW000000037485001,m NAP
GMW000000037486001,m NAP
GMW000000037487001,m NAP
GMW000000037488001,m NAP
GMW000000037489001,m NAP
GMW000000037490001,m NAP
GMW000000037491001,m NAP
GMW000000037845001,m NAP
GMW000000037846001,m NAP
GMW000000037847001,m NAP
GMW000000037848001,m NAP
GMW000000037849001,m NAP
GMW000000037850001,m NAP
GMW000000037851001,m NAP
GMW000000037852001,m NAP
GMW000000037853001,m NAP
GMW000000037854001,m NAP
GMW000000037855001,m NAP
GMW000000037856001,m NAP
GMW000000037857001,m NAP
GMW000000037858001,m NAP
GMW000000037859001,m NAP
GMW000000037860001,m NAP
GMW000000037861001,m NAP
GMW000000037862001,m NAP
GMW000000037863001,m NAP
GMW000000037864001,m NAP
GMW000000037865001,m NAP
GMW000000037866001,m NAP
GMW000000037867001,m NAP
GMW000000037868001,m NAP
GMW000000037869001,m NAP
GMW000000037870001,m NAP
GMW000000037871001,m NAP
GMW000000037872001,m NAP
GMW000000037873001,m NAP
GMW000000037874001,m NAP
GMW000000037875001,m NAP
GMW000000037876001,m NAP
GMW000000037877001,m NAP
GMW000000037878001,m NAP
GMW000000037879001,m NAP
GMW000000037880001,m NAP
GMW000000037881001,m NAP
GMW000000037882001,m NAP
GMW000000037883001,m NAP
GMW000000037884001,m NAP
GMW000000037885001,m NAP
GMW000000037886001,m NAP
GMW000000037887001,m NAP
GMW000000037888001,m NAP
GMW000000037889001,m NAP
GMW000000037890001,m NAP
GMW000000037891001,m NAP
GMW000000037892001,m NAP
GMW000000037893001,m NAP
GMW000000037894001,m NAP
GMW000000037895001,m NAP
GMW000000037896001,m NAP
GMW000000037897001,m NAP
GMW000000037898001,m NAP
GMW000000037899001,m NAP
GMW000000037900001,m NAP
GMW000000037901001,m NAP
GMW000000037902001,m NAP
GMW000000037903001,m NAP
GMW000000037904001,m NAP
GMW000000037905001,m NAP
GMW000000037906001,m NAP
GMW000000037907001,m NAP
GMW000000037908001,m NAP
GMW000000037909001,m NAP
GMW000000037910001,m NAP
GMW000000037911001,m NAP
GMW000000037912001,m NAP
GMW000000037913001,m NAP
GMW000000037914001,m NAP
GMW000000037915001,m NAP
GMW000000037916001,m NAP
GMW000000037917001,m NAP
GMW000000037918001,m NAP
GMW000000037919001,m NAP
GMW000000037920001,m NAP
GMW000000037921001,m NAP
GMW000000037922001,m NAP
GMW000000037923001,m NAP
GMW000000037924001,m NAP
GMW000000037925001,m NAP
GMW000000037926001,m NAP
GMW000000037927001,m NAP
GMW000000037928001,m NAP
GMW000000037929001,m NAP
GMW000000037930001,m NAP
GMW000000037931001,m NAP
GMW000000037932001,m NAP
GMW000000037933001,m NAP
GMW000000037934001,m NAP
GMW000000037935001,m NAP
GMW000000037936001,m NAP
GMW000000037937001,m NAP
GMW000000037938001,m NAP
GMW000000037939001,m NAP
GMW000000037940001,m NAP
GMW000000037941001,m NAP
GMW000000037942001,m NAP
GMW000000037943001,m NAP
GMW000000037944001,m NAP
GMW000000037945001,m NAP
GMW000000037946001,m NAP
GMW000000037947001,m NAP
GMW000000037948001,m NAP
GMW000000037949001,m NAP
GMW000000037950001,m NAP
GMW000000037951001,m NAP
GMW000000037952001,m NAP
GMW000000037953001,m NAP
GMW000000037954001,m NAP
GMW000000037955001,m NAP
GMW000000037956001,m NAP
GMW000000037957001,m NAP
GMW000000037958001,m NAP
GMW000000037959001,m NAP
GMW000000037960001,m NAP
GMW000000037961001,m NAP
GMW000000037962001,m NAP
GMW000000037963001,m NAP
GMW000000037964001,m NAP
GMW000000037965001,m NAP
GMW000000037966001,m NAP
GMW000000037967001,m NAP
GMW000000037968001,m NAP
GMW000000037969001,m NAP
GMW000000037970001,m NAP
GMW000000037971001,m NAP
GMW000000037972001,m NAP
GMW000000037973001,m NAP
GMW000000037974001,m NAP
GMW000000037975001,m NAP
GMW000000037976001,m NAP
GMW000000037977001,m NAP
GMW000000037978001,m NAP
GMW000000037979001,m NAP
GMW000000037980001,m NAP
GMW000000037981001,m NAP
GMW000000037982001,m NAP
GMW000000037983001,m NAP
GMW000000037984001,m NAP
GMW000000037985001,m NAP
GMW000000037986001,m NAP
GMW000000037987001,m NAP
GMW000000037988001,m NAP
GMW000000037989001,m NAP
GMW000000037990001,m NAP
GMW000000037991001,m NAP
GMW000000037992001,m NAP
GMW000000037993001,m NAP
GMW000000037994001,m NAP
GMW000000037995001,m NAP
GMW000000037996001,m NAP
GMW000000037997001,m NAP
GMW000000037998001,m NAP
GMW000000037999001,m NAP
GMW000000038000001,m NAP
GMW000000038001001,m NAP
GMW000000038002001,m NAP
GMW000000038003001,m NAP
GMW000000038004001,m NAP
GMW000000038005001,m NAP
GMW000000038006001,m NAP
GMW000000038007001,m NAP
GMW000000038008001,m NAP
GMW000000038009001,m NAP
GMW000000038010001,m NAP
GMW000000038011001,m NAP
GMW000000038012001,m NAP
GMW000000038013001,m NAP
GMW000000038014001,m NAP
GMW000000038015001,m NAP
GMW000000038016001,m NAP
GMW000000038017001,m NAP
GMW000000038018001,m NAP
GMW000000038019001,m NAP
GMW000000038020001,m NAP
GMW000000038021001,m NAP
GMW000000038022001,m NAP
GMW000000038023001,m NAP
GMW000000038024001,m NAP
GMW000000038025001,m NAP
GMW000000038026001,m NAP
GMW000000038027001,m NAP
GMW000000038028001,m NAP
GMW000000038029001,m NAP
GMW000000038030001,m NAP
GMW000000038031001,m NAP
GMW000000038032001,m NAP
GMW000000038033001,m NAP
GMW000000038034001,m NAP
GMW000000038035001,m NAP
GMW000000038036001,m NAP
GMW000000038037001,m NAP
GMW000000038038001,m NAP
GMW000000038039001,m NAP
GMW000000038040001,m NAP
GMW000000038041001,m NAP
GMW000000038042001,m NAP
GMW000000038082001,m NAP
GMW000000038083001,m NAP
GMW000000038084001,m NAP
GMW000000038085001,m NAP
GMW000000038086001,m NAP
GMW000000038087001,m NAP
GMW000000038088001,m NAP
GMW000000038089001,m NAP
GMW000000038090001,m NAP
GMW000000038091001,m NAP
GMW000000038092001,m NAP
GMW000000038093001,m NAP
GMW000000038094001,m NAP
GMW000000038095001,m NAP
GMW000000038096001,m NAP
GMW000000038097001,m NAP
GMW000000038098001,m NAP
GMW000000038099001,m NAP
GMW000000038100001,m NAP
GMW000000038101001,m NAP
GMW000000038102001,m NAP
GMW000000038103001,m NAP
GMW000000038104001,m NAP
GMW000000038105001,m NAP
GMW000000038106001,m NAP
GMW000000038107001,m NAP
GMW000000038108001,m NAP
GMW000000038109001,m NAP
GMW000000038110001,m NAP
GMW000000038111001,m NAP
GMW000000038112001,m NAP
GMW000000038113001,m NAP
GMW000000038114001,m NAP
GMW000000038115001,m NAP
GMW000000038116001,m NAP
GMW000000038117001,m NAP
GMW000000038118001,m NAP
GMW000000038119001,m NAP
GMW000000038120001,m NAP
GMW000000038121001,m NAP
GMW000000038122001,m NAP
GMW000000038123001,m NAP
GMW000000038124001,m NAP
GMW000000038125001,m NAP
GMW000000038126001,m NAP
GMW000000038127001,m NAP
GMW000000038128001,m NAP
GMW000000038129001,m NAP
GMW000000038130001,m NAP
GMW000000038131001,m NAP
GMW000000038132001,m NAP
GMW000000038133001,m NAP
GMW000000038134001,m NAP
GMW000000038135001,m NAP
GMW000000038136001,m NAP
GMW000000038137001,m NAP
GMW000000038138001,m NAP
GMW000000038139001,m NAP
GMW000000038140001,m NAP
GMW000000038141001,m NAP
GMW000000038142001,m NAP
GMW000000038143001,m NAP
GMW000000038144001,m NAP
GMW000000038145001,m NAP
GMW000000038146001,m NAP
GMW000000038147001,m NAP
GMW000000038148001,m NAP
GMW000000038149001,m NAP
GMW000000038150001,m NAP
GMW000000038151001,m NAP
GMW000000038152001,m NAP
GMW000000038153001,m NAP
GMW000000038154001,m NAP
GMW000000038155001,m NAP
GMW000000038156001,m NAP
GMW000000038157001,m NAP
GMW000000038158001,m NAP
GMW000000038159001,m NAP
GMW000000038160001,m NAP
GMW000000038161001,m NAP
GMW000000038162001,m NAP
GMW000000038163001,m NAP
GMW000000038164001,m NAP
GMW000000038165001,m NAP
GMW000000038166001,m NAP
GMW000000038167001,m NAP
GMW000000038168001,m NAP
GMW000000038169001,m NAP
GMW000000038170001,m NAP
GMW000000038171001,m NAP
GMW000000038172001,m NAP
GMW000000038173001,m NAP
GMW000000038174001,m NAP
GMW000000038175001,m NAP
GMW000000038176001,m NAP
GMW000000038177001,m NAP
GMW000000038178001,m NAP
GMW000000038179001,m NAP
GMW000000038180001,m NAP
GMW000000038181001,m NAP
GMW000000038182001,m NAP
GMW000000038183001,m NAP
GMW000000038184001,m NAP
GMW000000038185001,m NAP
GMW000000038186001,m NAP
GMW000000038187001,m NAP
GMW000000038188001,m NAP
GMW000000038189001,m NAP
GMW000000038190001,m NAP
GMW000000038191001,m NAP
GMW000000038192001,m NAP
GMW000000038193001,m NAP
GMW000000038194001,m NAP
GMW000000038195001,m NAP
GMW000000038196001,m NAP
GMW000000038197001,m NAP
GMW000000038198001,m NAP
GMW000000038199001,m NAP
GMW000000038200001,m NAP
GMW000000038201001,m NAP
GMW000000038202001,m NAP
GMW000000038203001,m NAP
GMW000000038204001,m NAP
GMW000000038205001,m NAP
GMW000000038206001,m NAP
GMW000000038207001,m NAP
GMW000000038208001,m NAP
GMW000000038209001,m NAP
GMW000000038210001,m NAP
GMW000000038211001,m NAP
GMW000000038212001,m NAP
GMW000000038213001,m NAP
GMW000000038214001,m NAP
GMW000000038215001,m NAP
GMW000000038216001,m NAP
GMW000000038217001,m NAP
GMW000000038218001,m NAP
GMW000000038219001,m NAP
GMW000000038220001,m NAP
GMW000000038221001,m NAP
GMW000000038222001,m NAP
GMW000000038223001,m NAP
GMW000000038224001,m NAP
GMW000000038225001,m NAP
GMW000000038226001,m NAP
GMW000000038227001,m NAP
GMW000000038228001,m NAP
GMW000000038229001,m NAP
GMW000000038230001,m NAP
GMW000000038231001,m NAP
GMW000000038232001,m NAP
GMW000000038233001,m NAP
GMW000000038234001,m NAP
GMW000000038235001,m NAP
GMW000000038236001,m NAP
GMW000000038237001,m NAP
