date,unit
GMW000000038238001,m NAP
GMW000000038239001,m NAP
GMW000000038240001,m NAP
GMW000000038241001,m NAP
GMW000000038242001,m NAP
GMW000000038243001,m NAP
GMW000000038244001,m NAP
GMW000000038245001,m NAP
GMW000000038246001,m NAP
GMW000000038247001,m NAP
GMW000000038248001,m NAP
GMW000000038249001,m NAP
GMW000000038250001,m NAP
GMW000000038251001,m NAP
GMW000000038252001,m NAP
GMW000000038253001,m NAP
GMW000000038254001,m NAP
GMW000000038255001,m NAP
GMW000000038256001,m NAP
GMW000000038257001,m NAP
GMW000000038258001,m NAP
GMW000000038259001,m NAP
GMW000000038260001,m NAP
GMW000000038261001,m NAP
GMW000000038262001,m NAP
GMW000000038263001,m NAP
GMW000000038264001,m NAP
GMW000000038265001,m NAP
GMW000000038266001,m NAP
GMW000000038267001,m NAP
GMW000000038268001,m NAP
GMW000000038269001,m NAP
GMW000000038270001,m NAP
GMW000000038271001,m NAP
GMW000000038272001,m NAP
GMW000000038273001,m NAP
GMW000000038504001,m NAP
GMW000000038505001,m NAP
GMW000000038506001,m NAP
GMW000000038507001,m NAP
GMW000000038508001,m NAP
GMW000000038509001,m NAP
GMW000000038510001,m NAP
GMW000000038511001,m NAP
GMW000000038512001,m NAP
GMW000000038513001,m NAP
GMW000000038514001,m NAP
GMW000000038515001,m NAP
GMW000000038516001,m NAP
GMW000000038522001,m NAP
GMW000000038523001,m NAP
GMW000000040465001,m NAP
GMW000000040466001,m NAP
GMW000000040580001,m NAP
GMW000000042609001,m NAP
GMW000000046928001,m NAP
GMW000000046929001,m NAP
GMW000000046930001,m NAP
GMW000000046931001,m NAP
GMW000000046932001,m NAP
GMW000000046933001,m NAP
GMW000000046934001,m NAP
GMW000000046935001,m NAP
GMW000000046936001,m NAP
GMW000000046937001,m NAP
GMW000000046938001,m NAP
GMW000000046939001,m NAP
GMW000000048162001,m NAP
GMW000000048163001,m NAP
GMW000000048164001,m NAP
GMW000000048165001,m NAP
GMW000000048166001,m NAP
GMW000000048169001,m NAP
GMW000000048170001,m NAP
GMW000000048171001,m NAP
GMW000000048172001,m NAP
GMW000000048173001,m NAP
GMW000000048174001,m NAP
GMW000000048175001,m NAP
GMW000000048176001,m NAP
GMW000000051438001,m NAP
GMW000000051439001,m NAP
GMW000000051440001,m NAP
GMW000000051442001,m NAP
GMW000000051443001,m NAP
GMW000000051444001,m NAP
GMW000000051445001,m NAP
GMW000000051446001,m NAP
GMW000000051447001,m NAP
GMW000000051448001,m NAP
GMW000000051449001,m NAP
GMW000000051450001,m NAP
GMW000000051451001,m NAP
GMW000000051452001,m NAP
GMW000000051453001,m NAP
GMW000000059351001,m NAP
GMW000000059352001,m NAP
GMW000000059353001,m NAP
GMW000000059354001,m NAP
GMW000000059355001,m NAP
GMW000000059356001,m NAP
GMW000000059357001,m NAP
GMW000000059358001,m NAP
GMW000000059359001,m NAP
GMW000000059360001,m NAP
GMW000000059361001,m NAP
GMW000000059362001,m NAP
GMW000000059363001,m NAP
GMW000000059364001,m NAP
GMW000000059365001,m NAP
GMW000000059744001,m NAP
GMW000000059745001,m NAP
GMW000000059746001,m NAP
GMW000000059747001,m NAP
GMW000000059748001,m NAP
GMW000000059749001,m NAP
GMW000000059750001,m NAP
GMW000000060633001,m NAP
GMW000000060634001,m NAP
GMW000000060635001,m NAP
GMW000000060636001,m NAP
GMW000000060637001,m NAP
GMW000000060638001,m NAP
GMW000000060639001,m NAP
GMW000000060640001,m NAP
GMW000000062133001,m NAP
GMW000000062134001,m NAP
GMW000000062135001,m NAP
GMW000000062136001,m NAP
GMW000000062137001,m NAP
GMW000000062138001,m NAP
GMW000000062139001,m NAP
GMW000000062140001,m NAP
GMW000000062141001,m NAP
GMW000000063257001,m NAP
GMW000000064413001,m NAP
GMW000000064414001,m NAP
GMW000000073798001,m NAP
GMW000000073799001,m NAP
GMW000000073800001,m NAP
GMW000000073801001,m NAP
GMW000000073802001,m NAP
GMW000000073803001,m NAP
GMW000000073804001,m NAP
GMW000000073805001,m NAP
GMW000000073806001,m NAP
GMW000000073807001,m NAP
GMW000000073808001,m NAP
GMW000000073809001,m NAP
GMW000000073810001,m NAP
GMW000000073811001,m NAP
GMW000000073812001,m NAP
GMW000000073813001,m NAP
GMW000000073814001,m NAP
GMW000000073815001,m NAP
GMW000000073816001,m NAP
GMW000000073817001,m NAP
GMW000000073818001,m NAP
GMW000000073853001,m NAP
GMW000000073854001,m NAP
GMW000000073855001,m NAP
GMW000000073856001,m NAP
GMW000000073857001,m NAP
GMW000000073858001,m NAP
GMW000000073859001,m NAP
GMW000000073860001,m NAP
GMW000000073861001,m NAP
GMW000000073862001,m NAP
GMW000000073863001,m NAP
GMW000000073864001,m NAP
GMW000000073865001,m NAP
GMW000000073866001,m NAP
GMW000000073867001,m NAP
GMW000000073868001,m NAP
GMW000000073869001,m NAP
GMW000000073870001,m NAP
GMW000000073871001,m NAP
GMW000000075311001,m NAP
GMW000000077064001,m NAP
GMW000000077065001,m NAP
GMW000000077066001,m NAP
GMW000000077067001,m NAP
GMW000000077068001,m NAP
GMW000000077069001,m NAP
GMW000000077631001,m NAP
GMW000000077632001,m NAP
GMW000000077633001,m NAP
GMW000000077634001,m NAP
GMW000000077635001,m NAP
GMW000000077636001,m NAP
GMW000000077637001,m NAP
GMW000000077638001,m NAP
GMW000000077639001,m NAP
GMW000000077640001,m NAP
GMW000000077641001,m NAP
GMW000000077642001,m NAP
GMW000000077643001,m NAP
GMW000000077644001,m NAP
GMW000000077645001,m NAP
GMW000000077646001,m NAP
GMW000000077647001,m NAP
GMW000000077648001,m NAP
GMW000000077649001,m NAP
GMW000000077650001,m NAP
GMW000000077651001,m NAP
GMW000000077652001,m NAP
GMW000000077653001,m NAP
GMW000000077654001,m NAP
GMW000000077655001,m NAP
GMW000000077656001,m NAP
GMW000000077657001,m NAP
GMW000000077658001,m NAP
GMW000000077659001,m NAP
GMW000000077660001,m NAP
GMW000000077661001,m NAP
GMW000000077662001,m NAP
GMW000000077663001,m NAP
GMW000000077664001,m NAP
GMW000000077665001,m NAP
GMW000000080522001,m NAP
GMW000000080523001,m NAP
GMW000000080946001,m NAP
GMW000000082636001,m NAP
GMW000000082829001,m NAP
GMW000000082830001,m NAP
GMW000000082831001,m NAP
GMW000000082874001,m NAP
GMW000000082875001,m NAP
GMW000000082876001,m NAP
GMW000000082877001,m NAP
GMW000000082878001,m NAP
GMW000000082952001,m NAP
GMW000000083381001,m NAP
GMW000000083382001,m NAP
GMW000000083383001,m NAP
GMW000000083384001,m NAP
GMW000000083385001,m NAP
GMW000000083386001,m NAP
GMW000000083388001,m NAP
GMW000000084057001,m NAP
GMW000000084058001,m NAP
GMW000000084059001,m NAP
GMW000000084060001,m NAP
GMW000000084061001,m NAP
GMW000000084062001,m NAP
GMW000000084063001,m NAP
GMW000000084064001,m NAP
GMW000000084065001,m NAP
GMW000000084066001,m NAP
GMW000000084836001,m NAP
GMW000000085951001,m NAP
GMW000000086082001,m NAP
GMW000000086083001,m NAP
GMW000000088710001,m NAP
GMW000000088711001,m NAP
GMW000000088712001,m NAP
GMW000000088713001,m NAP
GMW000000088714001,m NAP
GMW000000088715001,m NAP
GMW000000088716001,m NAP
GMW000000088717001,m NAP
GMW000000088718001,m NAP
GMW000000088719001,m NAP
GMW000000088720001,m NAP
GMW000000088721001,m NAP
GMW000000088722001,m NAP
GMW000000088723001,m NAP
GMW000000088724001,m NAP
GMW000000088725001,m NAP
GMW000000088726001,m NAP
GMW000000088727001,m NAP
GMW000000088728001,m NAP
GMW000000088729001,m NAP
GMW000000088730001,m NAP
GMW000000088731001,m NAP
GMW000000088732001,m NAP
GMW000000088733001,m NAP
GMW000000088734001,m NAP
GMW000000088735001,m NAP
GMW000000088736001,m NAP
GMW000000088737001,m NAP
GMW000000088738001,m NAP
GMW000000088739001,m NAP
GMW000000088740001,m NAP
GMW000000088741001,m NAP
GMW000000088742001,m NAP
GMW000000088743001,m NAP
GMW000000088744001,m NAP
GMW000000088745001,m NAP
GMW000000088746001,m NAP
GMW000000088747001,m NAP
GMW000000088748001,m NAP
GMW000000088749001,m NAP
GMW000000088750001,m NAP
GMW000000088751001,m NAP
GMW000000088752001,m NAP
GMW000000088753001,m NAP
GMW000000088754001,m NAP
GMW000000088755001,m NAP
GMW000000088756001,m NAP
GMW000000088757001,m NAP
GMW000000088758001,m NAP
GMW000000088759001,m NAP
GMW000000088760001,m NAP
GMW000000088761001,m NAP
GMW000000088762001,m NAP
GMW000000088763001,m NAP
GMW000000088764001,m NAP
GMW000000088765001,m NAP
GMW000000088766001,m NAP
GMW000000088767001,m NAP
GMW000000088768001,m NAP
GMW000000088769001,m NAP
GMW000000088770001,m NAP
GMW000000088771001,m NAP
GMW000000088772001,m NAP
GMW000000088773001,m NAP
GMW000000088774001,m NAP
GMW000000088775001,m NAP
GMW000000088776001,m NAP
GMW000000088777001,m NAP
GMW000000088778001,m NAP
GMW000000088779001,m NAP
GMW000000088780001,m NAP
GMW000000088781001,m NAP
GMW000000088782001,m NAP
GMW000000088783001,m NAP
GMW000000088784001,m NAP
GMW000000088785001,m NAP
GMW000000090071001,m NAP
GMW000000090072001,m NAP
GMW000000090073001,m NAP
GMW000000090074001,m NAP
GMW000000090075001,m NAP
GMW000000090076001,m NAP
GMW000000090691001,m NAP
GMW000000090692001,m NAP
GMW000000090693001,m NAP
GMW000000090694001,m NAP
GMW000000090695001,m NAP
GMW000000090696001,m NAP
GMW000000090697001,m NAP
GMW000000090698001,m NAP
GMW000000091151170,m NAP
GMW000000091215001,m NAP
GMW000000091216001,m NAP
GMW000000091217001,m NAP
GMW000000091218001,m NAP
GMW000000091219001,m NAP
GMW000000091220001,m NAP
GMW000000091221001,m NAP
GMW000000091222001,m NAP
GMW000000091223001,m NAP
GMW000000091224001,m NAP
GMW000000091225001,m NAP
GMW000000091226001,m NAP
GMW000000091238001,m NAP
GMW000000091239001,m NAP
GMW000000091240001,m NAP
GMW000000091241001,m NAP
GMW000000091242001,m NAP
GMW000000091243001,m NAP
GMW000000091244001,m NAP
GMW000000091245001,m NAP
GMW000000091311001,m NAP
GMW000000092391001,m NAP
GMW000000092392001,m NAP
GMW000000092393001,m NAP
GMW000000092400001,m NAP
GMW000000092401001,m NAP
GMW000000092411001,m NAP
GMW000000092412001,m NAP
GMW000000092413001,m NAP
GMW000000092414001,m NAP
GMW000000092415001,m NAP
GMW000000092416001,m NAP
GMW000000092417001,m NAP
GMW000000092418001,m NAP
GMW000000092419001,m NAP
GMW000000092431001,m NAP
GMW000000092451001,m NAP
GMW000000092452001,m NAP
GMW000000092453001,m NAP
GMW000000092454001,m NAP
GMW000000092455001,m NAP
GMW000000092471001,m NAP
GMW000000092472001,m NAP
GMW000000092473001,m NAP
GMW000000092474001,m NAP
GMW000000092491001,m NAP
GMW000000092511001,m NAP
GMW000000092512001,m NAP
GMW000000092513001,m NAP
GMW000000092514001,m NAP
GMW000000092515001,m NAP
GMW000000093111001,m NAP
GMW000000093131001,m NAP
GMW000000093151001,m NAP
GMW000000093171001,m NAP
GMW000000093172001,m NAP
GMW000000093271001,m NAP
GMW000000093272001,m NAP
GMW000000093311001,m NAP
GMW000000093491001,m NAP
GMW000000093511001,m NAP
GMW000000093512001,m NAP
GMW000000093513001,m NAP
GMW000000093514001,m NAP
GMW000000093515001,m NAP
GMW000000093516001,m NAP
GMW000000093517001,m NAP
GMW000000093531001,m NAP
GMW000000093532001,m NAP
GMW000000093533001,m NAP
GMW000000093651001,m NAP
GMW000000093652001,m NAP
GMW000000093653001,m NAP
GMW000000093654001,m NAP
GMW000000093655001,m NAP
GMW000000093671001,m NAP
GMW000000093672001,m NAP
GMW000000093673001,m NAP
GMW000000093674001,m NAP
GMW000000093675001,m NAP
GMW000000093676001,m NAP
GMW000000093677001,m NAP
GMW000000093678001,m NAP
GMW000000093679001,m NAP
GMW000000093680001,m NAP
GMW000000093681001,m NAP
GMW000000093682001,m NAP
GMW000000093683001,m NAP
GMW000000093684001,m NAP
GMW000000093685001,m NAP
GMW000000094011001,m NAP
GMW000000094012001,m NAP
GMW000000094171001,m NAP
GMW000000097571001,m NAP
GMW000000097572001,m NAP
GMW000000097591001,m NAP
GMW000000097592001,m NAP
GMW000000097593001,m NAP
GMW000000097594001,m NAP
GMW000000097595001,m NAP
GMW000000097596001,m NAP
GMW000000097597001,m NAP
GMW000000097611001,m NAP
GMW000000098031001,m NAP
GMW000000098032001,m NAP
GMW000000098033001,m NAP
GMW000000098034001,m NAP
GMW000000098051001,m NAP
GMW000000098071001,m NAP
GMW000000098072001,m NAP
GMW000000098073001,m NAP
GMW000000098074001,m NAP
GMW000000098091001,m NAP
GMW000000098092001,m NAP
GMW000000098093001,m NAP
GMW000000098111001,m NAP
GMW000000098151001,m NAP
GMW000000098152001,m NAP
GMW000000098153001,m NAP
GMW000000098154001,m NAP
GMW000000098155001,m NAP
GMW000000098171001,m NAP
GMW000000098172001,m NAP
GMW000000098173001,m NAP
GMW000000098191001,m NAP
GMW000000098211001,m NAP
GMW000000098251001,m NAP
GMW000000098751001,m NAP
GMW000000098771002,m NAP
GMW000000098971001,m NAP
GMW000000098972001,m NAP
GMW000000100931001,m NAP
GMW000000100932001,m NAP
GMW000000100933001,m NAP
GMW000000100934001,m NAP
GMW000000101011001,m NAP
GMW000000101012001,m NAP
GMW000000101013001,m NAP
GMW000000101014001,m NAP
GMW000000101015001,m NAP
GMW000000101051001,m NAP
GMW000000101052001,m NAP
GMW000000101053001,m NAP
GMW000000101054001,m NAP
GMW000000101055001,m NAP
GMW000000101056001,m NAP
GMW000000101057001,m NAP
GMW000000101058001,m NAP
GMW000000101059001,m NAP
GMW000000101060001,m NAP
GMW000000101061001,m NAP
GMW000000101062001,m NAP
GMW000000101063001,m NAP
GMW000000101064001,m NAP
GMW000000101065001,m NAP
GMW000000101066001,m NAP
GMW000000101067001,m NAP
GMW000000101068001,m NAP
GMW000000101069001,m NAP
GMW000000101070001,m NAP
GMW000000101071001,m NAP
GMW000000101072001,m NAP
GMW000000101091001,m NAP
GMW000000101092001,m NAP
GMW000000101093001,m NAP
GMW000000101094001,m NAP
GMW000000101095001,m NAP
GMW000000101096001,m NAP
GMW000000101097001,m NAP
GMW000000101098001,m NAP
GMW000000101099001,m NAP
GMW000000101100001,m NAP
GMW000000101101001,m NAP
GMW000000101102001,m NAP
GMW000000101103001,m NAP
GMW000000101104001,m NAP
GMW000000101105001,m NAP
GMW000000101106001,m NAP
GMW000000101107001,m NAP
GMW000000101108001,m NAP
GMW000000101109001,m NAP
GMW000000101110001,m NAP
GMW000000101111001,m NAP
GMW000000101112001,m NAP
GMW000000101113001,m NAP
GMW000000101114001,m NAP
GMW000000101115001,m NAP
GMW000000101116001,m NAP
GMW000000101117001,m NAP
GMW000000101118001,m NAP
GMW000000101119001,m NAP
GMW000000101120001,m NAP
GMW000000101121001,m NAP
GMW000000101122001,m NAP
GMW000000101123001,m NAP
GMW000000101124001,m NAP
GMW000000101125001,m NAP
GMW000000101126001,m NAP
GMW000000101127001,m NAP
GMW000000101128001,m NAP
GMW000000101129001,m NAP
GMW000000101130001,m NAP
GMW000000101131001,m NAP
GMW000000101132001,m NAP
GMW000000101133001,m NAP
GMW000000101134001,m NAP
GMW000000101135001,m NAP
GMW000000101136001,m NAP
GMW000000101137001,m NAP
GMW000000101138001,m NAP
GMW000000101139001,m NAP
GMW000000101140001,m NAP
GMW000000101141001,m NAP
GMW000000101142001,m NAP
GMW000000101143001,m NAP
GMW000000101144001,m NAP
GMW000000101145001,m NAP
GMW000000101146001,m NAP
GMW000000101147001,m NAP
GMW000000101148001,m NAP
GMW000000101149001,m NAP
GMW000000101150001,m NAP
GMW000000101151001,m NAP
GMW000000101152001,m NAP
GMW000000101153001,m NAP
GMW000000101154001,m NAP
GMW000000101155001,m NAP
GMW000000101156001,m NAP
GMW000000101157001,m NAP
GMW000000101158001,m NAP
GMW000000101159001,m NAP
GMW000000101160001,m NAP
GMW000000101161001,m NAP
GMW000000101162001,m NAP
GMW000000101163001,m NAP
GMW000000101164001,m NAP
GMW000000101165001,m NAP
GMW000000101166001,m NAP
GMW000000101167001,m NAP
GMW000000101168001,m NAP
GMW000000101169001,m NAP
GMW000000101170001,m NAP
GMW000000101171001,m NAP
GMW000000101172001,m NAP
GMW000000101173001,m NAP
GMW000000101174001,m NAP
GMW000000101175001,m NAP
GMW000000101176001,m NAP
GMW000000101177001,m NAP
GMW000000101178001,m NAP
GMW000000101179001,m NAP
GMW000000101180001,m NAP
GMW000000101181001,m NAP
GMW000000101182001,m NAP
GMW000000101183001,m NAP
GMW000000101184001,m NAP
GMW000000101185001,m NAP
GMW000000101186001,m NAP
GMW000000101187001,m NAP
GMW000000101188001,m NAP
GMW000000101189001,m NAP
GMW000000101190001,m NAP
GMW000000101191001,m NAP
GMW000000101192001,m NAP
GMW000000101193001,m NAP
GMW000000101194001,m NAP
GMW000000101195001,m NAP
GMW000000101196001,m NAP
GMW000000101197001,m NAP
GMW000000101198001,m NAP
GMW000000101199001,m NAP
GMW000000101200001,m NAP
GMW000000101201001,m NAP
GMW000000101202001,m NAP
GMW000000101203001,m NAP
GMW000000101204001,m NAP
GMW000000101205001,m NAP
GMW000000101206001,m NAP
GMW000000101207001,m NAP
GMW000000101208001,m NAP
GMW000000101209001,m NAP
GMW000000101210001,m NAP
GMW000000101211001,m NAP
GMW000000101212001,m NAP
GMW000000101213001,m NAP
GMW000000101214001,m NAP
GMW000000101215001,m NAP
GMW000000101216001,m NAP
GMW000000101217001,m NAP
GMW000000101218001,m NAP
GMW000000101219001,m NAP
GMW000000101220001,m NAP
GMW000000101221001,m NAP
GMW000000101222001,m NAP
GMW000000101223001,m NAP
GMW000000101224001,m NAP
GMW000000101225001,m NAP
GMW000000101226001,m NAP
GMW000000101227001,m NAP
GMW000000101228001,m NAP
GMW000000101229001,m NAP
GMW000000101230001,m NAP
GMW000000101231001,m NAP
GMW000000101232001,m NAP
GMW000000101233001,m NAP
GMW000000101234001,m NAP
GMW000000101235001,m NAP
GMW000000101236001,m NAP
GMW000000101237001,m NAP
GMW000000101238001,m NAP
GMW000000101239001,m NAP
GMW000000101240001,m NAP
GMW000000101241001,m NAP
GMW000000101242001,m NAP
GMW000000101243001,m NAP
GMW000000101244001,m NAP
GMW000000101245001,m NAP
GMW000000101246001,m NAP
GMW000000101247001,m NAP
GMW000000101248001,m NAP
GMW000000101249001,m NAP
GMW000000101250001,m NAP
GMW000000101251001,m NAP
GMW000000101252001,m NAP
GMW000000101253001,m NAP
GMW000000101254001,m NAP
GMW000000101255001,m NAP
GMW000000101256001,m NAP
GMW000000101257001,m NAP
GMW000000101258001,m NAP
GMW000000101259001,m NAP
GMW000000101260001,m NAP
GMW000000101261001,m NAP
GMW000000101262001,m NAP
GMW000000101263001,m NAP
GMW000000101264001,m NAP
GMW000000101265001,m NAP
GMW000000101266001,m NAP
GMW000000101267001,m NAP
GMW000000101268001,m NAP
GMW000000101269001,m NAP
GMW000000101270001,m NAP
GMW000000101271001,m NAP
GMW000000101272001,m NAP
GMW000000101273001,m NAP
GMW000000101274001,m NAP
GMW000000101275001,m NAP
GMW000000101276001,m NAP
GMW000000101277001,m NAP
GMW000000101278001,m NAP
GMW000000101279001,m NAP
GMW000000101280001,m NAP
GMW000000101281001,m NAP
GMW000000101282001,m NAP
GMW000000101283001,m NAP
GMW000000101284001,m NAP
GMW000000101285001,m NAP
GMW000000101286001,m NAP
GMW000000101287001,m NAP
GMW000000101288001,m NAP
GMW000000101289001,m NAP
GMW000000101290001,m NAP
GMW000000101291001,m NAP
GMW000000101292001,m NAP
GMW000000101293001,m NAP
GMW000000101294001,m NAP
GMW000000101295001,m NAP
GMW000000101296001,m NAP
GMW000000101297001,m NAP
GMW000000101298001,m NAP
GMW000000101299001,m NAP
GMW000000101300001,m NAP
GMW000000101301001,m NAP
GMW000000101302001,m NAP
GMW000000101303001,m NAP
GMW000000101304001,m NAP
GMW000000101305001,m NAP
GMW000000101306001,m NAP
GMW000000101307001,m NAP
GMW000000101308001,m NAP
GMW000000101309001,m NAP
GMW000000101310001,m NAP
GMW000000101311001,m NAP
GMW000000101312001,m NAP
GMW000000101313001,m NAP
GMW000000101314001,m NAP
GMW000000101315001,m NAP
GMW000000101316001,m NAP
GMW000000101317001,m NAP
GMW000000101318001,m NAP
GMW000000101319001,m NAP
GMW000000101320001,m NAP
GMW000000101321001,m NAP
GMW000000101322001,m NAP
GMW000000101323001,m NAP
GMW000000101324001,m NAP
GMW000000101325001,m NAP
GMW000000101326001,m NAP
GMW000000101327001,m NAP
GMW000000101328001,m NAP
GMW000000101329001,m NAP
GMW000000101330001,m NAP
GMW000000101331001,m NAP
GMW000000101332001,m NAP
GMW000000101333001,m NAP
GMW000000101334001,m NAP
GMW000000101335001,m NAP
GMW000000101336001,m NAP
GMW000000101337001,m NAP
GMW000000101338001,m NAP
GMW000000101339001,m NAP
GMW000000101340001,m NAP
GMW000000101341001,m NAP
GMW000000101342001,m NAP
GMW000000101343001,m NAP
GMW000000101344001,m NAP
GMW000000101345001,m NAP
GMW000000101346001,m NAP
GMW000000101347001,m NAP
GMW000000101348001,m NAP
GMW000000101349001,m NAP
GMW000000101350001,m NAP
GMW000000101351001,m NAP
GMW000000101352001,m NAP
GMW000000101353001,m NAP
GMW000000101354001,m NAP
GMW000000101355001,m NAP
GMW000000101356001,m NAP
GMW000000101357001,m NAP
GMW000000101358001,m NAP
GMW000000101359001,m NAP
GMW000000101360001,m NAP
GMW000000101361001,m NAP
GMW000000101362001,m NAP
GMW000000101363001,m NAP
GMW000000101364001,m NAP
GMW000000101365001,m NAP
GMW000000101366001,m NAP
GMW000000101367001,m NAP
GMW000000101368001,m NAP
GMW000000101369001,m NAP
GMW000000101370001,m NAP
GMW000000101371001,m NAP
GMW000000101372001,m NAP
GMW000000101373001,m NAP
GMW000000101374001,m NAP
GMW000000101375001,m NAP
GMW000000101376001,m NAP
GMW000000101377001,m NAP
GMW000000101378001,m NAP
GMW000000101379001,m NAP
GMW000000101380001,m NAP
GMW000000101381001,m NAP
GMW000000101382001,m NAP
GMW000000101383001,m NAP
GMW000000101384001,m NAP
GMW000000101385001,m NAP
GMW000000101386001,m NAP
GMW000000101387001,m NAP
GMW000000101388001,m NAP
GMW000000101389001,m NAP
GMW000000101390001,m NAP
GMW000000101391001,m NAP
GMW000000101392001,m NAP
GMW000000101393001,m NAP
GMW000000101394001,m NAP
GMW000000101395001,m NAP
GMW000000101396001,m NAP
GMW000000101397001,m NAP
GMW000000101398001,m NAP
GMW000000101399001,m NAP
GMW000000101400001,m NAP
GMW000000101401001,m NAP
GMW000000101402001,m NAP
GMW000000101403001,m NAP
GMW000000101404001,m NAP
GMW000000101405001,m NAP
GMW000000101406001,m NAP
GMW000000101407001,m NAP
GMW000000101408001,m NAP
GMW000000101409001,m NAP
GMW000000101410001,m NAP
GMW000000101411001,m NAP
GMW000000101412001,m NAP
GMW000000101413001,m NAP
GMW000000101414001,m NAP
GMW000000101415001,m NAP
GMW000000101416001,m NAP
GMW000000101417001,m NAP
GMW000000101418001,m NAP
GMW000000101419001,m NAP
GMW000000101420001,m NAP
GMW000000101421001,m NAP
GMW000000101422001,m NAP
GMW000000101423001,m NAP
GMW000000101424001,m NAP
GMW000000101425001,m NAP
GMW000000101426001,m NAP
GMW000000101427001,m NAP
GMW000000101428001,m NAP
GMW000000101429001,m NAP
GMW000000101430001,m NAP
GMW000000101431001,m NAP
GMW000000101432001,m NAP
GMW000000101433001,m NAP
GMW000000101434001,m NAP
GMW000000101435001,m NAP
GMW000000101436001,m NAP
GMW000000101437001,m NAP
GMW000000101438001,m NAP
GMW000000101439001,m NAP
GMW000000101440001,m NAP
GMW000000101441001,m NAP
GMW000000101442001,m NAP
GMW000000101443001,m NAP
GMW000000101444001,m NAP
GMW000000101445001,m NAP
GMW000000101446001,m NAP
GMW000000101447001,m NAP
GMW000000101448001,m NAP
GMW000000101449001,m NAP
GMW000000101450001,m NAP
GMW000000101451001,m NAP
GMW000000101452001,m NAP
GMW000000101453001,m NAP
GMW000000101454001,m NAP
GMW000000101455001,m NAP
GMW000000101456001,m NAP
GMW000000101457001,m NAP
GMW000000101458001,m NAP
GMW000000101459001,m NAP
GMW000000101460001,m NAP
GMW000000101461001,m NAP
GMW000000101462001,m NAP
GMW000000101463001,m NAP
GMW000000101464001,m NAP
GMW000000101465001,m NAP
GMW000000101466001,m NAP
GMW000000101467001,m NAP
GMW000000101468001,m NAP
GMW000000101469001,m NAP
GMW000000101470001,m NAP
GMW000000101471001,m NAP
GMW000000101472001,m NAP
GMW000000101473001,m NAP
GMW000000101474001,m NAP
GMW000000101475001,m NAP
GMW000000101476001,m NAP
GMW000000101477001,m NAP
GMW000000101478001,m NAP
GMW000000101479001,m NAP
GMW000000101480001,m NAP
GMW000000101481001,m NAP
GMW000000101482001,m NAP
GMW000000101483001,m NAP
GMW000000101484001,m NAP
GMW000000101485001,m NAP
GMW000000101486001,m NAP
GMW000000101487001,m NAP
GMW000000101488001,m NAP
GMW000000101489001,m NAP
GMW000000101490001,m NAP
GMW000000101491001,m NAP
GMW000000101492001,m NAP
GMW000000101493001,m NAP
GMW000000101494001,m NAP
GMW000000101495001,m NAP
GMW000000101496001,m NAP
GMW000000101497001,m NAP
GMW000000101498001,m NAP
GMW000000101499001,m NAP
GMW000000101500001,m NAP
GMW000000101501001,m NAP
GMW000000101502001,m NAP
GMW000000101503001,m NAP
GMW000000101504001,m NAP
GMW000000101505001,m NAP
GMW000000101506001,m NAP
GMW000000101507001,m NAP
GMW000000101508001,m NAP
GMW000000101509001,m NAP
GMW000000101510001,m NAP
GMW000000101511001,m NAP
GMW000000101512001,m NAP
GMW000000101513001,m NAP
GMW000000101514001,m NAP
GMW000000101515001,m NAP
GMW000000101516001,m NAP
GMW000000101517001,m NAP
GMW000000101518001,m NAP
GMW000000101519001,m NAP
GMW000000101520001,m NAP
GMW000000101521001,m NAP
GMW000000101522001,m NAP
GMW000000101523001,m NAP
GMW000000101524001,m NAP
GMW000000101525001,m NAP
GMW000000101526001,m NAP
GMW000000101527001,m NAP
GMW000000101528001,m NAP
GMW000000101529001,m NAP
GMW000000101530001,m NAP
GMW000000101531001,m NAP
GMW000000101532001,m NAP
GMW000000101533001,m NAP
GMW000000101534001,m NAP
GMW000000101535001,m NAP
GMW000000101536001,m NAP
GMW000000101537001,m NAP
GMW000000101538001,m NAP
GMW000000101539001,m NAP
GMW000000101540001,m NAP
GMW000000101541001,m NAP
GMW000000101542001,m NAP
GMW000000101543001,m NAP
GMW000000101544001,m NAP
GMW000000101545001,m NAP
GMW000000101546001,m NAP
GMW000000101547001,m NAP
GMW000000101548001,m NAP
GMW000000101549001,m NAP
GMW000000101550001,m NAP
GMW000000101551001,m NAP
GMW000000101552001,m NAP
GMW000000101553001,m NAP
GMW000000101554001,m NAP
GMW000000101555001,m NAP
GMW000000101556001,m NAP
GMW000000101557001,m NAP
GMW000000101558001,m NAP
GMW000000101559001,m NAP
GMW000000101560001,m NAP
GMW000000101561001,m NAP
GMW000000101562001,m NAP
GMW000000101563001,m NAP
GMW000000101564001,m NAP
GMW000000101565001,m NAP
GMW000000101566001,m NAP
GMW000000101567001,m NAP
GMW000000101568001,m NAP
GMW000000101569001,m NAP
GMW000000101570001,m NAP
GMW000000101571001,m NAP
GMW000000101572001,m NAP
GMW000000101573001,m NAP
GMW000000101574001,m NAP
GMW000000101575001,m NAP
GMW000000101576001,m NAP
GMW000000101577001,m NAP
GMW000000101578001,m NAP
GMW000000101579001,m NAP
GMW000000101580001,m NAP
GMW000000101581001,m NAP
GMW000000101582001,m NAP
GMW000000101583001,m NAP
