date,tube_nr
GMW000000036859001,1
GMW000000036860001,1
GMW000000036861001,1
GMW000000036862001,1
GMW000000036863001,1
GMW000000036864001,1
GMW000000036865001,1
GMW000000036866001,1
GMW000000036867001,1
GMW000000036868001,1
GMW000000036869001,1
GMW000000036870001,1
GMW000000036871001,1
GMW000000036872001,1
GMW000000036873001,1
GMW000000036874001,1
GMW000000036875001,1
GMW000000036877001,1
GMW000000036878001,1
GMW000000036879001,1
GMW000000036880001,1
GMW000000036881001,1
GMW000000036882001,1
GMW000000036883001,1
GMW000000036884001,1
GMW000000036885001,1
GMW000000036886001,1
GMW000000036887001,1
GMW000000036888001,1
GMW000000036889001,1
GMW000000036890001,1
GMW000000036891001,1
GMW000000036892001,1
GMW000000036893001,1
GMW000000036894001,1
GMW000000036895001,1
GMW000000036896001,1
GMW000000036897001,1
GMW000000036898001,1
GMW000000036899001,1
GMW000000036900001,1
GMW000000036901001,1
GMW000000036902001,1
GMW000000036903001,1
GMW000000036904001,1
GMW000000036905001,1
GMW000000036906001,1
GMW000000036907001,1
GMW000000036908001,1
GMW000000036909001,1
GMW000000036910001,1
GMW000000036911001,1
GMW000000036912001,1
GMW000000036913001,1
GMW000000036914001,1
GMW000000036915001,1
GMW000000036916001,1
GMW000000036917001,1
GMW000000036918001,1
GMW000000036919001,1
GMW000000036920001,1
GMW000000036921001,1
GMW000000036922001,1
GMW000000036923001,1
GMW000000036924001,1
GMW000000036925001,1
GMW000000036926001,1
GMW000000036927001,1
GMW000000036928001,1
GMW000000036929001,1
GMW000000036930001,1
GMW000000036931001,1
GMW000000036932001,1
GMW000000036933001,1
GMW000000036934001,1
GMW000000036935001,1
GMW000000036936001,1
GMW000000036937001,1
GMW000000036938001,1
GMW000000036939001,1
GMW000000036940001,1
GMW000000036941001,1
GMW000000036942001,1
GMW000000036943001,1
GMW000000036944001,1
GMW000000036945001,1
GMW000000036946001,1
GMW000000036947001,1
GMW000000036948001,1
GMW000000036949001,1
GMW000000036950001,1
GMW000000036951001,1
GMW000000036952001,1
GMW000000036953001,1
GMW000000036954001,1
GMW000000036955001,1
GMW000000036956001,1
GMW000000036957001,1
GMW000000036958001,1
GMW000000036959001,1
GMW000000036960001,1
GMW000000036961001,1
GMW000000036962001,1
GMW000000036963001,1
GMW000000036964001,1
GMW000000036965001,1
GMW000000036966001,1
GMW000000036967001,1
GMW000000036968001,1
GMW000000036969001,1
GMW000000036970001,1
GMW000000036971001,1
GMW000000036972001,1
GMW000000036973001,1
GMW000000036974001,1
GMW000000036975001,1
GMW000000036976001,1
GMW000000036977001,1
GMW000000036978001,1
GMW000000036979001,1
GMW000000036980001,1
GMW000000036981001,1
GMW000000036982001,1
GMW000000036983001,1
GMW000000036984001,1
GMW000000036985001,1
GMW000000036986001,1
GMW000000036987001,1
GMW000000036988001,1
GMW000000036989001,1
GMW000000036990001,1
GMW000000036991001,1
GMW000000036992001,1
GMW000000036993001,1
GMW000000036994001,1
GMW000000036995001,1
GMW000000036996001,1
GMW000000036997001,1
GMW000000036998001,1
GMW000000036999001,1
GMW000000037000001,1
GMW000000037001001,1
GMW000000037002001,1
GMW000000037003001,1
GMW000000037004001,1
GMW000000037005001,1
GMW000000037006001,1
GMW000000037007001,1
GMW000000037008001,1
GMW000000037009001,1
GMW000000037010001,1
GMW000000037011001,1
GMW000000037012001,1
GMW000000037013001,1
GMW000000037014001,1
GMW000000037015001,1
GMW000000037016001,1
GMW000000037017001,1
GMW000000037018001,1
GMW000000037019001,1
GMW000000037020001,1
GMW000000037021001,1
GMW000000037022001,1
GMW000000037023001,1
GMW000000037024001,1
GMW000000037025001,1
GMW000000037026001,1
GMW000000037027001,1
GMW000000037028001,1
GMW000000037029001,1
GMW000000037030001,1
GMW000000037031001,1
GMW000000037032001,1
GMW000000037033001,1
GMW000000037034001,1
GMW000000037035001,1
GMW000000037036001,1
GMW000000037037001,1
GMW000000037038001,1
GMW000000037039001,1
GMW000000037040001,1
GMW000000037294001,1
GMW000000037295001,1
GMW000000037296001,1
GMW000000037297001,1
GMW000000037298001,1
GMW000000037299001,1
GMW000000037300001,1
GMW000000037301001,1
GMW000000037302001,1
GMW000000037303001,1
GMW000000037304001,1
GMW000000037305001,1
GMW000000037306001,1
GMW000000037307001,1
GMW000000037308001,1
GMW000000037309001,1
GMW000000037310001,1
GMW000000037311001,1
GMW000000037312001,1
GMW000000037313001,1
GMW000000037314001,1
GMW000000037315001,1
GMW000000037316001,1
GMW000000037317001,1
GMW000000037318001,1
GMW000000037319001,1
GMW000000037320001,1
GMW000000037321001,1
GMW000000037322001,1
GMW000000037323001,1
GMW000000037324001,1
GMW000000037325001,1
GMW000000037326001,1
GMW000000037327001,1
GMW000000037328001,1
GMW000000037329001,1
GMW000000037330001,1
GMW000000037331001,1
GMW000000037332001,1
GMW000000037333001,1
GMW000000037334001,1
GMW000000037335001,1
GMW000000037336001,1
GMW000000037337001,1
GMW000000037338001,1
GMW000000037339001,1
GMW000000037340001,1
GMW000000037341001,1
GMW000000037342001,1
GMW000000037343001,1
GMW000000037344001,1
GMW000000037345001,1
GMW000000037346001,1
GMW000000037347001,1
GMW000000037348001,1
GMW000000037349001,1
GMW000000037350001,1
GMW000000037351001,1
GMW000000037352001,1
GMW000000037353001,1
GMW000000037354001,1
GMW000000037355001,1
GMW000000037356001,1
GMW000000037357001,1
GMW000000037358001,1
GMW000000037359001,1
GMW000000037360001,1
GMW000000037361001,1
GMW000000037362001,1
GMW000000037363001,1
GMW000000037364001,1
GMW000000037365001,1
GMW000000037366001,1
GMW000000037367001,1
GMW000000037368001,1
GMW000000037369001,1
GMW000000037370001,1
GMW000000037371001,1
GMW000000037372001,1
GMW000000037373001,1
GMW000000037374001,1
GMW000000037375001,1
GMW000000037376001,1
GMW000000037377001,1
GMW000000037378001,1
GMW000000037379001,1
GMW000000037380001,1
GMW000000037381001,1
GMW000000037382001,1
GMW000000037383001,1
GMW000000037384001,1
GMW000000037385001,1
GMW000000037386001,1
GMW000000037387001,1
GMW000000037388001,1
GMW000000037389001,1
GMW000000037390001,1
GMW000000037391001,1
GMW000000037392001,1
GMW000000037393001,1
GMW000000037394001,1
GMW000000037395001,1
GMW000000037396001,1
GMW000000037397001,1
GMW000000037398001,1
GMW000000037399001,1
GMW000000037400001,1
GMW000000037401001,1
GMW000000037402001,1
GMW000000037403001,1
GMW000000037404001,1
GMW000000037405001,1
GMW000000037406001,1
GMW000000037407001,1
GMW000000037408001,1
GMW000000037409001,1
GMW000000037410001,1
GMW000000037411001,1
GMW000000037412001,1
GMW000000037413001,1
GMW000000037414001,1
GMW000000037415001,1
GMW000000037416001,1
GMW000000037417001,1
GMW000000037418001,1
GMW000000037419001,1
GMW000000037420001,1
GMW000000037421001,1
GMW000000037422001,1
GMW000000037423001,1
GMW000000037424001,1
GMW000000037425001,1
GMW000000037426001,1
GMW000000037427001,1
GMW000000037428001,1
GMW000000037429001,1
GMW000000037430001,1
GMW000000037431001,1
GMW000000037432001,1
GMW000000037433001,1
GMW000000037434001,1
GMW000000037435001,1
GMW000000037436001,1
GMW000000037437001,1
GMW000000037438001,1
GMW000000037439001,1
GMW000000037440001,1
GMW000000037441001,1
GMW000000037442001,1
GMW000000037443001,1
GMW000000037444001,1
GMW000000037445001,1
GMW000000037446001,1
GMW000000037447001,1
GMW000000037448001,1
GMW000000037449001,1
GMW000000037450001,1
GMW000000037451001,1
GMW000000037452001,1
GMW000000037453001,1
GMW000000037454001,1
GMW000000037455001,1
GMW000000037456001,1
GMW000000037457001,1
GMW000000037458001,1
GMW000000037459001,1
GMW000000037460001,1
GMW000000037461001,1
GMW000000037462001,1
GMW000000037463001,1
GMW000000037464001,1
GMW000000037465001,1
GMW000000037466001,1
GMW000000037467001,1
GMW000000037468001,1
GMW000000037469001,1
GMW000000037470001,1
GMW000000037471001,1
GMW000000037472001,1
GMW000000037473001,1
GMW000000037474001,1
GMW000000037475001,1
GMW000000037476001,1
GMW000000037477001,1
GMW000000037478001,1
GMW000000037479001,1
GMW000000037480001,1
GMW000000037481001,1
GMW000000037482001,1
GMW000000037483001,1
GMW000000037484001,1
GMW000000037485001,1
GMW000000037486001,1
GMW000000037487001,1
GMW000000037488001,1
GMW000000037489001,1
GMW000000037490001,1
GMW000000037491001,1
GMW000000037845001,1
GMW000000037846001,1
GMW000000037847001,1
GMW000000037848001,1
GMW000000037849001,1
GMW000000037850001,1
GMW000000037851001,1
GMW000000037852001,1
GMW000000037853001,1
GMW000000037854001,1
GMW000000037855001,1
GMW000000037856001,1
GMW000000037857001,1
GMW000000037858001,1
GMW000000037859001,1
GMW000000037860001,1
GMW000000037861001,1
GMW000000037862001,1
GMW000000037863001,1
GMW000000037864001,1
GMW000000037865001,1
GMW000000037866001,1
GMW000000037867001,1
GMW000000037868001,1
GMW000000037869001,1
GMW000000037870001,1
GMW000000037871001,1
GMW000000037872001,1
GMW000000037873001,1
GMW000000037874001,1
GMW000000037875001,1
GMW000000037876001,1
GMW000000037877001,1
GMW000000037878001,1
GMW000000037879001,1
GMW000000037880001,1
GMW000000037881001,1
GMW000000037882001,1
GMW000000037883001,1
GMW000000037884001,1
GMW000000037885001,1
GMW000000037886001,1
GMW000000037887001,1
GMW000000037888001,1
GMW000000037889001,1
GMW000000037890001,1
GMW000000037891001,1
GMW000000037892001,1
GMW000000037893001,1
GMW000000037894001,1
GMW000000037895001,1
GMW000000037896001,1
GMW000000037897001,1
GMW000000037898001,1
GMW000000037899001,1
GMW000000037900001,1
GMW000000037901001,1
GMW000000037902001,1
GMW000000037903001,1
GMW000000037904001,1
GMW000000037905001,1
GMW000000037906001,1
GMW000000037907001,1
GMW000000037908001,1
GMW000000037909001,1
GMW000000037910001,1
GMW000000037911001,1
GMW000000037912001,1
GMW000000037913001,1
GMW000000037914001,1
GMW000000037915001,1
GMW000000037916001,1
GMW000000037917001,1
GMW000000037918001,1
GMW000000037919001,1
GMW000000037920001,1
GMW000000037921001,1
GMW000000037922001,1
GMW000000037923001,1
GMW000000037924001,1
GMW000000037925001,1
GMW000000037926001,1
GMW000000037927001,1
GMW000000037928001,1
GMW000000037929001,1
GMW000000037930001,1
GMW000000037931001,1
GMW000000037932001,1
GMW000000037933001,1
GMW000000037934001,1
GMW000000037935001,1
GMW000000037936001,1
GMW000000037937001,1
GMW000000037938001,1
GMW000000037939001,1
GMW000000037940001,1
GMW000000037941001,1
GMW000000037942001,1
GMW000000037943001,1
GMW000000037944001,1
GMW000000037945001,1
GMW000000037946001,1
GMW000000037947001,1
GMW000000037948001,1
GMW000000037949001,1
GMW000000037950001,1
GMW000000037951001,1
GMW000000037952001,1
GMW000000037953001,1
GMW000000037954001,1
GMW000000037955001,1
GMW000000037956001,1
GMW000000037957001,1
GMW000000037958001,1
GMW000000037959001,1
GMW000000037960001,1
GMW000000037961001,1
GMW000000037962001,1
GMW000000037963001,1
GMW000000037964001,1
GMW000000037965001,1
GMW000000037966001,1
GMW000000037967001,1
GMW000000037968001,1
GMW000000037969001,1
GMW000000037970001,1
GMW000000037971001,1
GMW000000037972001,1
GMW000000037973001,1
GMW000000037974001,1
GMW000000037975001,1
GMW000000037976001,1
GMW000000037977001,1
GMW000000037978001,1
GMW000000037979001,1
GMW000000037980001,1
GMW000000037981001,1
GMW000000037982001,1
GMW000000037983001,1
GMW000000037984001,1
GMW000000037985001,1
GMW000000037986001,1
GMW000000037987001,1
GMW000000037988001,1
GMW000000037989001,1
GMW000000037990001,1
GMW000000037991001,1
GMW000000037992001,1
GMW000000037993001,1
GMW000000037994001,1
GMW000000037995001,1
GMW000000037996001,1
GMW000000037997001,1
GMW000000037998001,1
GMW000000037999001,1
GMW000000038000001,1
GMW000000038001001,1
GMW000000038002001,1
GMW000000038003001,1
GMW000000038004001,1
GMW000000038005001,1
GMW000000038006001,1
GMW000000038007001,1
GMW000000038008001,1
GMW000000038009001,1
GMW000000038010001,1
GMW000000038011001,1
GMW000000038012001,1
GMW000000038013001,1
GMW000000038014001,1
GMW000000038015001,1
GMW000000038016001,1
GMW000000038017001,1
GMW000000038018001,1
GMW000000038019001,1
GMW000000038020001,1
GMW000000038021001,1
GMW000000038022001,1
GMW000000038023001,1
GMW000000038024001,1
GMW000000038025001,1
GMW000000038026001,1
GMW000000038027001,1
GMW000000038028001,1
GMW000000038029001,1
GMW000000038030001,1
GMW000000038031001,1
GMW000000038032001,1
GMW000000038033001,1
GMW000000038034001,1
GMW000000038035001,1
GMW000000038036001,1
GMW000000038037001,1
GMW000000038038001,1
GMW000000038039001,1
GMW000000038040001,1
GMW000000038041001,1
GMW000000038042001,1
GMW000000038082001,1
GMW000000038083001,1
GMW000000038084001,1
GMW000000038085001,1
GMW000000038086001,1
GMW000000038087001,1
GMW000000038088001,1
GMW000000038089001,1
GMW000000038090001,1
GMW000000038091001,1
GMW000000038092001,1
GMW000000038093001,1
GMW000000038094001,1
GMW000000038095001,1
GMW000000038096001,1
GMW000000038097001,1
GMW000000038098001,1
GMW000000038099001,1
GMW000000038100001,1
GMW000000038101001,1
GMW000000038102001,1
GMW000000038103001,1
GMW000000038104001,1
GMW000000038105001,1
GMW000000038106001,1
GMW000000038107001,1
GMW000000038108001,1
GMW000000038109001,1
GMW000000038110001,1
GMW000000038111001,1
GMW000000038112001,1
GMW000000038113001,1
GMW000000038114001,1
GMW000000038115001,1
GMW000000038116001,1
GMW000000038117001,1
GMW000000038118001,1
GMW000000038119001,1
GMW000000038120001,1
GMW000000038121001,1
GMW000000038122001,1
GMW000000038123001,1
GMW000000038124001,1
GMW000000038125001,1
GMW000000038126001,1
GMW000000038127001,1
GMW000000038128001,1
GMW000000038129001,1
GMW000000038130001,1
GMW000000038131001,1
GMW000000038132001,1
GMW000000038133001,1
GMW000000038134001,1
GMW000000038135001,1
GMW000000038136001,1
GMW000000038137001,1
GMW000000038138001,1
GMW000000038139001,1
GMW000000038140001,1
GMW000000038141001,1
GMW000000038142001,1
GMW000000038143001,1
GMW000000038144001,1
GMW000000038145001,1
GMW000000038146001,1
GMW000000038147001,1
GMW000000038148001,1
GMW000000038149001,1
GMW000000038150001,1
GMW000000038151001,1
GMW000000038152001,1
GMW000000038153001,1
GMW000000038154001,1
GMW000000038155001,1
GMW000000038156001,1
GMW000000038157001,1
GMW000000038158001,1
GMW000000038159001,1
GMW000000038160001,1
GMW000000038161001,1
GMW000000038162001,1
GMW000000038163001,1
GMW000000038164001,1
GMW000000038165001,1
GMW000000038166001,1
GMW000000038167001,1
GMW000000038168001,1
GMW000000038169001,1
GMW000000038170001,1
GMW000000038171001,1
GMW000000038172001,1
GMW000000038173001,1
GMW000000038174001,1
GMW000000038175001,1
GMW000000038176001,1
GMW000000038177001,1
GMW000000038178001,1
GMW000000038179001,1
GMW000000038180001,1
GMW000000038181001,1
GMW000000038182001,1
GMW000000038183001,1
GMW000000038184001,1
GMW000000038185001,1
GMW000000038186001,1
GMW000000038187001,1
GMW000000038188001,1
GMW000000038189001,1
GMW000000038190001,1
GMW000000038191001,1
GMW000000038192001,1
GMW000000038193001,1
GMW000000038194001,1
GMW000000038195001,1
GMW000000038196001,1
GMW000000038197001,1
GMW000000038198001,1
GMW000000038199001,1
GMW000000038200001,1
GMW000000038201001,1
GMW000000038202001,1
GMW000000038203001,1
GMW000000038204001,1
GMW000000038205001,1
GMW000000038206001,1
GMW000000038207001,1
GMW000000038208001,1
GMW000000038209001,1
GMW000000038210001,1
GMW000000038211001,1
GMW000000038212001,1
GMW000000038213001,1
GMW000000038214001,1
GMW000000038215001,1
GMW000000038216001,1
GMW000000038217001,1
GMW000000038218001,1
GMW000000038219001,1
GMW000000038220001,1
GMW000000038221001,1
GMW000000038222001,1
GMW000000038223001,1
GMW000000038224001,1
GMW000000038225001,1
GMW000000038226001,1
GMW000000038227001,1
GMW000000038228001,1
GMW000000038229001,1
GMW000000038230001,1
GMW000000038231001,1
GMW000000038232001,1
GMW000000038233001,1
GMW000000038234001,1
GMW000000038235001,1
GMW000000038236001,1
GMW000000038237001,1
GMW000000038238001,1
GMW000000038239001,1
GMW000000038240001,1
GMW000000038241001,1
GMW000000038242001,1
GMW000000038243001,1
GMW000000038244001,1
GMW000000038245001,1
GMW000000038246001,1
GMW000000038247001,1
GMW000000038248001,1
GMW000000038249001,1
GMW000000038250001,1
GMW000000038251001,1
GMW000000038252001,1
GMW000000038253001,1
GMW000000038254001,1
GMW000000038255001,1
GMW000000038256001,1
GMW000000038257001,1
GMW000000038258001,1
GMW000000038259001,1
GMW000000038260001,1
GMW000000038261001,1
GMW000000038262001,1
GMW000000038263001,1
GMW000000038264001,1
GMW000000038265001,1
GMW000000038266001,1
GMW000000038267001,1
GMW000000038268001,1
GMW000000038269001,1
GMW000000038270001,1
GMW000000038271001,1
GMW000000038272001,1
GMW000000038273001,1
GMW000000038504001,1
GMW000000038505001,1
GMW000000038506001,1
GMW000000038507001,1
GMW000000038508001,1
GMW000000038509001,1
GMW000000038510001,1
GMW000000038511001,1
GMW000000038512001,1
GMW000000038513001,1
GMW000000038514001,1
GMW000000038515001,1
GMW000000038516001,1
GMW000000038522001,1
GMW000000038523001,1
GMW000000040465001,1
GMW000000040466001,1
GMW000000040580001,1
GMW000000042609001,1
GMW000000046928001,1
GMW000000046929001,1
GMW000000046930001,1
GMW000000046931001,1
GMW000000046932001,1
GMW000000046933001,1
GMW000000046934001,1
GMW000000046935001,1
GMW000000046936001,1
GMW000000046937001,1
GMW000000046938001,1
GMW000000046939001,1
GMW000000048162001,1
GMW000000048163001,1
GMW000000048164001,1
GMW000000048165001,1
GMW000000048166001,1
GMW000000048169001,1
GMW000000048170001,1
GMW000000048171001,1
GMW000000048172001,1
GMW000000048173001,1
GMW000000048174001,1
GMW000000048175001,1
GMW000000048176001,1
GMW000000051438001,1
GMW000000051439001,1
GMW000000051440001,1
GMW000000051442001,1
GMW000000051443001,1
GMW000000051444001,1
GMW000000051445001,1
GMW000000051446001,1
GMW000000051447001,1
GMW000000051448001,1
GMW000000051449001,1
GMW000000051450001,1
GMW000000051451001,1
GMW000000051452001,1
GMW000000051453001,1
GMW000000059351001,1
GMW000000059352001,1
GMW000000059353001,1
GMW000000059354001,1
GMW000000059355001,1
GMW000000059356001,1
GMW000000059357001,1
GMW000000059358001,1
GMW000000059359001,1
GMW000000059360001,1
GMW000000059361001,1
GMW000000059362001,1
GMW000000059363001,1
GMW000000059364001,1
GMW000000059365001,1
GMW000000059744001,1
GMW000000059745001,1
GMW000000059746001,1
GMW000000059747001,1
GMW000000059748001,1
GMW000000059749001,1
GMW000000059750001,1
GMW000000060633001,1
GMW000000060634001,1
GMW000000060635001,1
GMW000000060636001,1
GMW000000060637001,1
GMW000000060638001,1
GMW000000060639001,1
GMW000000060640001,1
GMW000000062133001,1
GMW000000062134001,1
GMW000000062135001,1
GMW000000062136001,1
GMW000000062137001,1
GMW000000062138001,1
GMW000000062139001,1
GMW000000062140001,1
GMW000000062141001,1
GMW000000063257001,1
GMW000000064413001,1
GMW000000064414001,1
GMW000000073798001,1
GMW000000073799001,1
GMW000000073800001,1
GMW000000073801001,1
GMW000000073802001,1
GMW000000073803001,1
GMW000000073804001,1
GMW000000073805001,1
GMW000000073806001,1
GMW000000073807001,1
GMW000000073808001,1
GMW000000073809001,1
GMW000000073810001,1
GMW000000073811001,1
GMW000000073812001,1
GMW000000073813001,1
GMW000000073814001,1
GMW000000073815001,1
GMW000000073816001,1
GMW000000073817001,1
GMW000000073818001,1
GMW000000073853001,1
GMW000000073854001,1
GMW000000073855001,1
GMW000000073856001,1
GMW000000073857001,1
GMW000000073858001,1
GMW000000073859001,1
GMW000000073860001,1
GMW000000073861001,1
GMW000000073862001,1
GMW000000073863001,1
GMW000000073864001,1
GMW000000073865001,1
GMW000000073866001,1
GMW000000073867001,1
GMW000000073868001,1
GMW000000073869001,1
GMW000000073870001,1
GMW000000073871001,1
GMW000000075311001,1
GMW000000077064001,1
GMW000000077065001,1
GMW000000077066001,1
GMW000000077067001,1
GMW000000077068001,1
GMW000000077069001,1
GMW000000077631001,1
GMW000000077632001,1
GMW000000077633001,1
GMW000000077634001,1
GMW000000077635001,1
GMW000000077636001,1
GMW000000077637001,1
GMW000000077638001,1
GMW000000077639001,1
GMW000000077640001,1
GMW000000077641001,1
GMW000000077642001,1
GMW000000077643001,1
GMW000000077644001,1
GMW000000077645001,1
GMW000000077646001,1
GMW000000077647001,1
GMW000000077648001,1
GMW000000077649001,1
GMW000000077650001,1
GMW000000077651001,1
GMW000000077652001,1
GMW000000077653001,1
GMW000000077654001,1
GMW000000077655001,1
GMW000000077656001,1
GMW000000077657001,1
GMW000000077658001,1
GMW000000077659001,1
GMW000000077660001,1
GMW000000077661001,1
GMW000000077662001,1
GMW000000077663001,1
GMW000000077664001,1
GMW000000077665001,1
GMW000000080522001,1
GMW000000080523001,1
GMW000000080946001,1
GMW000000082636001,1
GMW000000082829001,1
GMW000000082830001,1
GMW000000082831001,1
GMW000000082874001,1
GMW000000082875001,1
GMW000000082876001,1
GMW000000082877001,1
GMW000000082878001,1
GMW000000082952001,1
GMW000000083381001,1
GMW000000083382001,1
GMW000000083383001,1
GMW000000083384001,1
GMW000000083385001,1
GMW000000083386001,1
GMW000000083388001,1
GMW000000084057001,1
GMW000000084058001,1
GMW000000084059001,1
GMW000000084060001,1
GMW000000084061001,1
GMW000000084062001,1
GMW000000084063001,1
GMW000000084064001,1
GMW000000084065001,1
GMW000000084066001,1
GMW000000084836001,1
GMW000000085951001,1
GMW000000086082001,1
GMW000000086083001,1
GMW000000088710001,1
GMW000000088711001,1
GMW000000088712001,1
GMW000000088713001,1
GMW000000088714001,1
GMW000000088715001,1
GMW000000088716001,1
GMW000000088717001,1
GMW000000088718001,1
GMW000000088719001,1
GMW000000088720001,1
GMW000000088721001,1
GMW000000088722001,1
GMW000000088723001,1
GMW000000088724001,1
GMW000000088725001,1
GMW000000088726001,1
GMW000000088727001,1
GMW000000088728001,1
GMW000000088729001,1
GMW000000088730001,1
GMW000000088731001,1
GMW000000088732001,1
GMW000000088733001,1
GMW000000088734001,1
GMW000000088735001,1
GMW000000088736001,1
GMW000000088737001,1
GMW000000088738001,1
GMW000000088739001,1
GMW000000088740001,1
GMW000000088741001,1
GMW000000088742001,1
GMW000000088743001,1
GMW000000088744001,1
GMW000000088745001,1
GMW000000088746001,1
GMW000000088747001,1
GMW000000088748001,1
GMW000000088749001,1
GMW000000088750001,1
GMW000000088751001,1
GMW000000088752001,1
GMW000000088753001,1
GMW000000088754001,1
GMW000000088755001,1
GMW000000088756001,1
GMW000000088757001,1
GMW000000088758001,1
GMW000000088759001,1
GMW000000088760001,1
GMW000000088761001,1
GMW000000088762001,1
GMW000000088763001,1
GMW000000088764001,1
GMW000000088765001,1
GMW000000088766001,1
GMW000000088767001,1
GMW000000088768001,1
GMW000000088769001,1
GMW000000088770001,1
GMW000000088771001,1
GMW000000088772001,1
GMW000000088773001,1
GMW000000088774001,1
GMW000000088775001,1
GMW000000088776001,1
GMW000000088777001,1
GMW000000088778001,1
GMW000000088779001,1
GMW000000088780001,1
GMW000000088781001,1
GMW000000088782001,1
GMW000000088783001,1
GMW000000088784001,1
GMW000000088785001,1
GMW000000090071001,1
GMW000000090072001,1
GMW000000090073001,1
GMW000000090074001,1
GMW000000090075001,1
GMW000000090076001,1
GMW000000090691001,1
GMW000000090692001,1
GMW000000090693001,1
GMW000000090694001,1
GMW000000090695001,1
GMW000000090696001,1
GMW000000090697001,1
GMW000000090698001,1
GMW000000091151170,170
GMW000000091215001,1
GMW000000091216001,1
GMW000000091217001,1
GMW000000091218001,1
GMW000000091219001,1
GMW000000091220001,1
GMW000000091221001,1
GMW000000091222001,1
GMW000000091223001,1
GMW000000091224001,1
GMW000000091225001,1
GMW000000091226001,1
GMW000000091238001,1
GMW000000091239001,1
GMW000000091240001,1
GMW000000091241001,1
GMW000000091242001,1
GMW000000091243001,1
GMW000000091244001,1
GMW000000091245001,1
GMW000000091311001,1
GMW000000092391001,1
GMW000000092392001,1
GMW000000092393001,1
GMW000000092400001,1
GMW000000092401001,1
GMW000000092411001,1
GMW000000092412001,1
GMW000000092413001,1
GMW000000092414001,1
GMW000000092415001,1
GMW000000092416001,1
GMW000000092417001,1
GMW000000092418001,1
GMW000000092419001,1
GMW000000092431001,1
GMW000000092451001,1
GMW000000092452001,1
GMW000000092453001,1
GMW000000092454001,1
GMW000000092455001,1
GMW000000092471001,1
GMW000000092472001,1
GMW000000092473001,1
GMW000000092474001,1
GMW000000092491001,1
GMW000000092511001,1
GMW000000092512001,1
GMW000000092513001,1
GMW000000092514001,1
GMW000000092515001,1
GMW000000093111001,1
GMW000000093131001,1
GMW000000093151001,1
GMW000000093171001,1
GMW000000093172001,1
GMW000000093271001,1
GMW000000093272001,1
GMW000000093311001,1
GMW000000093491001,1
GMW000000093511001,1
GMW000000093512001,1
GMW000000093513001,1
GMW000000093514001,1
GMW000000093515001,1
GMW000000093516001,1
GMW000000093517001,1
GMW000000093531001,1
GMW000000093532001,1
GMW000000093533001,1
GMW000000093651001,1
GMW000000093652001,1
GMW000000093653001,1
GMW000000093654001,1
GMW000000093655001,1
GMW000000093671001,1
GMW000000093672001,1
GMW000000093673001,1
GMW000000093674001,1
GMW000000093675001,1
GMW000000093676001,1
GMW000000093677001,1
GMW000000093678001,1
GMW000000093679001,1
GMW000000093680001,1
GMW000000093681001,1
GMW000000093682001,1
GMW000000093683001,1
GMW000000093684001,1
GMW000000093685001,1
GMW000000094011001,1
GMW000000094012001,1
GMW000000094171001,1
GMW000000097571001,1
GMW000000097572001,1
GMW000000097591001,1
GMW000000097592001,1
GMW000000097593001,1
GMW000000097594001,1
GMW000000097595001,1
GMW000000097596001,1
GMW000000097597001,1
GMW000000097611001,1
GMW000000098031001,1
GMW000000098032001,1
GMW000000098033001,1
GMW000000098034001,1
GMW000000098051001,1
GMW000000098071001,1
GMW000000098072001,1
GMW000000098073001,1
GMW000000098074001,1
GMW000000098091001,1
GMW000000098092001,1
GMW000000098093001,1
GMW000000098111001,1
GMW000000098151001,1
GMW000000098152001,1
GMW000000098153001,1
GMW000000098154001,1
GMW000000098155001,1
GMW000000098171001,1
GMW000000098172001,1
GMW000000098173001,1
GMW000000098191001,1
GMW000000098211001,1
GMW000000098251001,1
GMW000000098751001,1
GMW000000098771002,2
GMW000000098971001,1
GMW000000098972001,1
GMW000000100931001,1
GMW000000100932001,1
GMW000000100933001,1
GMW000000100934001,1
GMW000000101011001,1
GMW000000101012001,1
GMW000000101013001,1
GMW000000101014001,1
GMW000000101015001,1
GMW000000101051001,1
GMW000000101052001,1
GMW000000101053001,1
GMW000000101054001,1
GMW000000101055001,1
GMW000000101056001,1
GMW000000101057001,1
GMW000000101058001,1
GMW000000101059001,1
GMW000000101060001,1
GMW000000101061001,1
GMW000000101062001,1
GMW000000101063001,1
GMW000000101064001,1
GMW000000101065001,1
GMW000000101066001,1
GMW000000101067001,1
GMW000000101068001,1
GMW000000101069001,1
GMW000000101070001,1
GMW000000101071001,1
GMW000000101072001,1
GMW000000101091001,1
GMW000000101092001,1
GMW000000101093001,1
GMW000000101094001,1
GMW000000101095001,1
GMW000000101096001,1
GMW000000101097001,1
GMW000000101098001,1
GMW000000101099001,1
GMW000000101100001,1
GMW000000101101001,1
GMW000000101102001,1
GMW000000101103001,1
GMW000000101104001,1
GMW000000101105001,1
GMW000000101106001,1
GMW000000101107001,1
GMW000000101108001,1
GMW000000101109001,1
GMW000000101110001,1
GMW000000101111001,1
GMW000000101112001,1
GMW000000101113001,1
GMW000000101114001,1
GMW000000101115001,1
GMW000000101116001,1
GMW000000101117001,1
GMW000000101118001,1
GMW000000101119001,1
GMW000000101120001,1
GMW000000101121001,1
GMW000000101122001,1
GMW000000101123001,1
