date,tube_nr
GMW000000101124001,1
GMW000000101125001,1
GMW000000101126001,1
GMW000000101127001,1
GMW000000101128001,1
GMW000000101129001,1
GMW000000101130001,1
GMW000000101131001,1
GMW000000101132001,1
GMW000000101133001,1
GMW000000101134001,1
GMW000000101135001,1
GMW000000101136001,1
GMW000000101137001,1
GMW000000101138001,1
GMW000000101139001,1
GMW000000101140001,1
GMW000000101141001,1
GMW000000101142001,1
GMW000000101143001,1
GMW000000101144001,1
GMW000000101145001,1
GMW000000101146001,1
GMW000000101147001,1
GMW000000101148001,1
GMW000000101149001,1
GMW000000101150001,1
GMW000000101151001,1
GMW000000101152001,1
GMW000000101153001,1
GMW000000101154001,1
GMW000000101155001,1
GMW000000101156001,1
GMW000000101157001,1
GMW000000101158001,1
GMW000000101159001,1
GMW000000101160001,1
GMW000000101161001,1
GMW000000101162001,1
GMW000000101163001,1
GMW000000101164001,1
GMW000000101165001,1
GMW000000101166001,1
GMW000000101167001,1
GMW000000101168001,1
GMW000000101169001,1
GMW000000101170001,1
GMW000000101171001,1
GMW000000101172001,1
GMW000000101173001,1
GMW000000101174001,1
GMW000000101175001,1
GMW000000101176001,1
GMW000000101177001,1
GMW000000101178001,1
GMW000000101179001,1
GMW000000101180001,1
GMW000000101181001,1
GMW000000101182001,1
GMW000000101183001,1
GMW000000101184001,1
GMW000000101185001,1
GMW000000101186001,1
GMW000000101187001,1
GMW000000101188001,1
GMW000000101189001,1
GMW000000101190001,1
GMW000000101191001,1
GMW000000101192001,1
GMW000000101193001,1
GMW000000101194001,1
GMW000000101195001,1
GMW000000101196001,1
GMW000000101197001,1
GMW000000101198001,1
GMW000000101199001,1
GMW000000101200001,1
GMW000000101201001,1
GMW000000101202001,1
GMW000000101203001,1
GMW000000101204001,1
GMW000000101205001,1
GMW000000101206001,1
GMW000000101207001,1
GMW000000101208001,1
GMW000000101209001,1
GMW000000101210001,1
GMW000000101211001,1
GMW000000101212001,1
GMW000000101213001,1
GMW000000101214001,1
GMW000000101215001,1
GMW000000101216001,1
GMW000000101217001,1
GMW000000101218001,1
GMW000000101219001,1
GMW000000101220001,1
GMW000000101221001,1
GMW000000101222001,1
GMW000000101223001,1
GMW000000101224001,1
GMW000000101225001,1
GMW000000101226001,1
GMW000000101227001,1
GMW000000101228001,1
GMW000000101229001,1
GMW000000101230001,1
GMW000000101231001,1
GMW000000101232001,1
GMW000000101233001,1
GMW000000101234001,1
GMW000000101235001,1
GMW000000101236001,1
GMW000000101237001,1
GMW000000101238001,1
GMW000000101239001,1
GMW000000101240001,1
GMW000000101241001,1
GMW000000101242001,1
GMW000000101243001,1
GMW000000101244001,1
GMW000000101245001,1
GMW000000101246001,1
GMW000000101247001,1
GMW000000101248001,1
GMW000000101249001,1
GMW000000101250001,1
GMW000000101251001,1
GMW000000101252001,1
GMW000000101253001,1
GMW000000101254001,1
GMW000000101255001,1
GMW000000101256001,1
GMW000000101257001,1
GMW000000101258001,1
GMW000000101259001,1
GMW000000101260001,1
GMW000000101261001,1
GMW000000101262001,1
GMW000000101263001,1
GMW000000101264001,1
GMW000000101265001,1
GMW000000101266001,1
GMW000000101267001,1
GMW000000101268001,1
GMW000000101269001,1
GMW000000101270001,1
GMW000000101271001,1
GMW000000101272001,1
GMW000000101273001,1
GMW000000101274001,1
GMW000000101275001,1
GMW000000101276001,1
GMW000000101277001,1
GMW000000101278001,1
GMW000000101279001,1
GMW000000101280001,1
GMW000000101281001,1
GMW000000101282001,1
GMW000000101283001,1
GMW000000101284001,1
GMW000000101285001,1
GMW000000101286001,1
GMW000000101287001,1
GMW000000101288001,1
GMW000000101289001,1
GMW000000101290001,1
GMW000000101291001,1
GMW000000101292001,1
GMW000000101293001,1
GMW000000101294001,1
GMW000000101295001,1
GMW000000101296001,1
GMW000000101297001,1
GMW000000101298001,1
GMW000000101299001,1
GMW000000101300001,1
GMW000000101301001,1
GMW000000101302001,1
GMW000000101303001,1
GMW000000101304001,1
GMW000000101305001,1
GMW000000101306001,1
GMW000000101307001,1
GMW000000101308001,1
GMW000000101309001,1
GMW000000101310001,1
GMW000000101311001,1
GMW000000101312001,1
GMW000000101313001,1
GMW000000101314001,1
GMW000000101315001,1
GMW000000101316001,1
GMW000000101317001,1
GMW000000101318001,1
GMW000000101319001,1
GMW000000101320001,1
GMW000000101321001,1
GMW000000101322001,1
GMW000000101323001,1
GMW000000101324001,1
GMW000000101325001,1
GMW000000101326001,1
GMW000000101327001,1
GMW000000101328001,1
GMW000000101329001,1
GMW000000101330001,1
GMW000000101331001,1
GMW000000101332001,1
GMW000000101333001,1
GMW000000101334001,1
GMW000000101335001,1
GMW000000101336001,1
GMW000000101337001,1
GMW000000101338001,1
GMW000000101339001,1
GMW000000101340001,1
GMW000000101341001,1
GMW000000101342001,1
GMW000000101343001,1
GMW000000101344001,1
GMW000000101345001,1
GMW000000101346001,1
GMW000000101347001,1
GMW000000101348001,1
GMW000000101349001,1
GMW000000101350001,1
GMW000000101351001,1
GMW000000101352001,1
GMW000000101353001,1
GMW000000101354001,1
GMW000000101355001,1
GMW000000101356001,1
GMW000000101357001,1
GMW000000101358001,1
GMW000000101359001,1
GMW000000101360001,1
GMW000000101361001,1
GMW000000101362001,1
GMW000000101363001,1
GMW000000101364001,1
GMW000000101365001,1
GMW000000101366001,1
GMW000000101367001,1
GMW000000101368001,1
GMW000000101369001,1
GMW000000101370001,1
GMW000000101371001,1
GMW000000101372001,1
GMW000000101373001,1
GMW000000101374001,1
GMW000000101375001,1
GMW000000101376001,1
GMW000000101377001,1
GMW000000101378001,1
GMW000000101379001,1
GMW000000101380001,1
GMW000000101381001,1
GMW000000101382001,1
GMW000000101383001,1
GMW000000101384001,1
GMW000000101385001,1
GMW000000101386001,1
GMW000000101387001,1
GMW000000101388001,1
GMW000000101389001,1
GMW000000101390001,1
GMW000000101391001,1
GMW000000101392001,1
GMW000000101393001,1
GMW000000101394001,1
GMW000000101395001,1
GMW000000101396001,1
GMW000000101397001,1
GMW000000101398001,1
GMW000000101399001,1
GMW000000101400001,1
GMW000000101401001,1
GMW000000101402001,1
GMW000000101403001,1
GMW000000101404001,1
GMW000000101405001,1
GMW000000101406001,1
GMW000000101407001,1
GMW000000101408001,1
GMW000000101409001,1
GMW000000101410001,1
GMW000000101411001,1
GMW000000101412001,1
GMW000000101413001,1
GMW000000101414001,1
GMW000000101415001,1
GMW000000101416001,1
GMW000000101417001,1
GMW000000101418001,1
GMW000000101419001,1
GMW000000101420001,1
GMW000000101421001,1
GMW000000101422001,1
GMW000000101423001,1
GMW000000101424001,1
GMW000000101425001,1
GMW000000101426001,1
GMW000000101427001,1
GMW000000101428001,1
GMW000000101429001,1
GMW000000101430001,1
GMW000000101431001,1
GMW000000101432001,1
GMW000000101433001,1
GMW000000101434001,1
GMW000000101435001,1
GMW000000101436001,1
GMW000000101437001,1
GMW000000101438001,1
GMW000000101439001,1
GMW000000101440001,1
GMW000000101441001,1
GMW000000101442001,1
GMW000000101443001,1
GMW000000101444001,1
GMW000000101445001,1
GMW000000101446001,1
GMW000000101447001,1
GMW000000101448001,1
GMW000000101449001,1
GMW000000101450001,1
GMW000000101451001,1
GMW000000101452001,1
GMW000000101453001,1
GMW000000101454001,1
GMW000000101455001,1
GMW000000101456001,1
GMW000000101457001,1
GMW000000101458001,1
GMW000000101459001,1
GMW000000101460001,1
GMW000000101461001,1
GMW000000101462001,1
GMW000000101463001,1
GMW000000101464001,1
GMW000000101465001,1
GMW000000101466001,1
GMW000000101467001,1
GMW000000101468001,1
GMW000000101469001,1
GMW000000101470001,1
GMW000000101471001,1
GMW000000101472001,1
GMW000000101473001,1
GMW000000101474001,1
GMW000000101475001,1
GMW000000101476001,1
GMW000000101477001,1
GMW000000101478001,1
GMW000000101479001,1
GMW000000101480001,1
GMW000000101481001,1
GMW000000101482001,1
GMW000000101483001,1
GMW000000101484001,1
GMW000000101485001,1
GMW000000101486001,1
GMW000000101487001,1
GMW000000101488001,1
GMW000000101489001,1
GMW000000101490001,1
GMW000000101491001,1
GMW000000101492001,1
GMW000000101493001,1
GMW000000101494001,1
GMW000000101495001,1
GMW000000101496001,1
GMW000000101497001,1
GMW000000101498001,1
GMW000000101499001,1
GMW000000101500001,1
GMW000000101501001,1
GMW000000101502001,1
GMW000000101503001,1
GMW000000101504001,1
GMW000000101505001,1
GMW000000101506001,1
GMW000000101507001,1
GMW000000101508001,1
GMW000000101509001,1
GMW000000101510001,1
GMW000000101511001,1
GMW000000101512001,1
GMW000000101513001,1
GMW000000101514001,1
GMW000000101515001,1
GMW000000101516001,1
GMW000000101517001,1
GMW000000101518001,1
GMW000000101519001,1
GMW000000101520001,1
GMW000000101521001,1
GMW000000101522001,1
GMW000000101523001,1
GMW000000101524001,1
GMW000000101525001,1
GMW000000101526001,1
GMW000000101527001,1
GMW000000101528001,1
GMW000000101529001,1
GMW000000101530001,1
GMW000000101531001,1
GMW000000101532001,1
GMW000000101533001,1
GMW000000101534001,1
GMW000000101535001,1
GMW000000101536001,1
GMW000000101537001,1
GMW000000101538001,1
GMW000000101539001,1
GMW000000101540001,1
GMW000000101541001,1
GMW000000101542001,1
GMW000000101543001,1
GMW000000101544001,1
GMW000000101545001,1
GMW000000101546001,1
GMW000000101547001,1
GMW000000101548001,1
GMW000000101549001,1
GMW000000101550001,1
GMW000000101551001,1
GMW000000101552001,1
GMW000000101553001,1
GMW000000101554001,1
GMW000000101555001,1
GMW000000101556001,1
GMW000000101557001,1
GMW000000101558001,1
GMW000000101559001,1
GMW000000101560001,1
GMW000000101561001,1
GMW000000101562001,1
GMW000000101563001,1
GMW000000101564001,1
GMW000000101565001,1
GMW000000101566001,1
GMW000000101567001,1
GMW000000101568001,1
GMW000000101569001,1
GMW000000101570001,1
GMW000000101571001,1
GMW000000101572001,1
GMW000000101573001,1
GMW000000101574001,1
GMW000000101575001,1
GMW000000101576001,1
GMW000000101577001,1
GMW000000101578001,1
GMW000000101579001,1
GMW000000101580001,1
GMW000000101581001,1
GMW000000101582001,1
GMW000000101583001,1
GMW000000101584001,1
GMW000000101585001,1
GMW000000101586001,1
GMW000000101587001,1
GMW000000101588001,1
GMW000000101589001,1
GMW000000101590001,1
GMW000000101591001,1
GMW000000101592001,1
GMW000000101593001,1
GMW000000101594001,1
GMW000000101595001,1
GMW000000101596001,1
GMW000000101597001,1
GMW000000101598001,1
GMW000000101599001,1
GMW000000101600001,1
GMW000000101601001,1
GMW000000101602001,1
GMW000000101603001,1
GMW000000101604001,1
GMW000000101605001,1
GMW000000101606001,1
GMW000000101607001,1
GMW000000101608001,1
GMW000000101609001,1
GMW000000101610001,1
GMW000000101611001,1
GMW000000101612001,1
GMW000000101613001,1
GMW000000101614001,1
GMW000000101615001,1
GMW000000101616001,1
GMW000000101617001,1
GMW000000101618001,1
GMW000000101619001,1
GMW000000101620001,1
GMW000000101621001,1
GMW000000101622001,1
GMW000000101623001,1
GMW000000101624001,1
GMW000000101625001,1
GMW000000101626001,1
GMW000000101627001,1
GMW000000101628001,1
GMW000000101629001,1
GMW000000101630001,1
GMW000000101631001,1
GMW000000101632001,1
GMW000000101633001,1
GMW000000101634001,1
GMW000000101635001,1
GMW000000101636001,1
GMW000000101637001,1
GMW000000101638001,1
GMW000000101639001,1
GMW000000101640001,1
GMW000000101641001,1
GMW000000101642001,1
GMW000000101643001,1
GMW000000101644001,1
GMW000000101645001,1
GMW000000101646001,1
GMW000000101647001,1
GMW000000101648001,1
GMW000000101649001,1
GMW000000101650001,1
GMW000000101651001,1
GMW000000101652001,1
GMW000000101653001,1
GMW000000101654001,1
GMW000000101655001,1
GMW000000101656001,1
GMW000000101657001,1
GMW000000101658001,1
GMW000000101659001,1
GMW000000101660001,1
GMW000000101661001,1
GMW000000101662001,1
GMW000000101663001,1
GMW000000101664001,1
GMW000000101665001,1
GMW000000101666001,1
GMW000000101667001,1
GMW000000101668001,1
GMW000000101669001,1
GMW000000101670001,1
GMW000000101671001,1
GMW000000101672001,1
GMW000000101673001,1
GMW000000101674001,1
GMW000000101675001,1
GMW000000101676001,1
GMW000000101677001,1
GMW000000101678001,1
GMW000000101679001,1
GMW000000101680001,1
GMW000000101681001,1
GMW000000101682001,1
GMW000000101683001,1
GMW000000101684001,1
GMW000000101685001,1
GMW000000101686001,1
GMW000000101687001,1
GMW000000101688001,1
GMW000000101689001,1
GMW000000101690001,1
GMW000000101691001,1
GMW000000101692001,1
GMW000000101693001,1
GMW000000101694001,1
GMW000000101695001,1
GMW000000101696001,1
GMW000000101697001,1
GMW000000101698001,1
GMW000000101699001,1
GMW000000101700001,1
GMW000000101701001,1
GMW000000101702001,1
GMW000000101703001,1
GMW000000101704001,1
GMW000000101705001,1
GMW000000101706001,1
GMW000000101707001,1
GMW000000101708001,1
GMW000000101709001,1
GMW000000101710001,1
GMW000000101711001,1
GMW000000101712001,1
GMW000000101713001,1
GMW000000101714001,1
GMW000000101715001,1
GMW000000101716001,1
GMW000000101717001,1
GMW000000101718001,1
GMW000000101719001,1
GMW000000101720001,1
GMW000000101721001,1
GMW000000101722001,1
GMW000000101723001,1
GMW000000101724001,1
GMW000000101725001,1
GMW000000101726001,1
GMW000000101727001,1
GMW000000101728001,1
GMW000000101729001,1
GMW000000101730001,1
GMW000000101731001,1
GMW000000101732001,1
GMW000000101733001,1
GMW000000101734001,1
GMW000000101735001,1
GMW000000101736001,1
GMW000000101737001,1
GMW000000101738001,1
GMW000000101739001,1
GMW000000101740001,1
GMW000000101741001,1
GMW000000101742001,1
GMW000000101743001,1
GMW000000101744001,1
GMW000000101745001,1
GMW000000101746001,1
GMW000000101747001,1
GMW000000101748001,1
GMW000000101749001,1
GMW000000101750001,1
GMW000000101751001,1
GMW000000101752001,1
GMW000000101753001,1
GMW000000101754001,1
GMW000000101755001,1
GMW000000101756001,1
GMW000000101757001,1
GMW000000101758001,1
GMW000000101759001,1
GMW000000101760001,1
GMW000000101761001,1
GMW000000101762001,1
GMW000000101763001,1
GMW000000101764001,1
GMW000000101765001,1
GMW000000101766001,1
GMW000000101767001,1
GMW000000101768001,1
GMW000000101769001,1
GMW000000101770001,1
GMW000000101771001,1
GMW000000101772001,1
GMW000000101773001,1
GMW000000101774001,1
GMW000000101775001,1
GMW000000101776001,1
GMW000000101777001,1
GMW000000101778001,1
GMW000000101779001,1
GMW000000101780001,1
GMW000000101781001,1
GMW000000101782001,1
GMW000000101783001,1
GMW000000101784001,1
GMW000000101785001,1
GMW000000101786001,1
GMW000000101787001,1
GMW000000101788001,1
GMW000000101789001,1
GMW000000101790001,1
GMW000000101791001,1
GMW000000101792001,1
GMW000000101793001,1
GMW000000101794001,1
GMW000000101795001,1
GMW000000101796001,1
GMW000000101797001,1
GMW000000101798001,1
GMW000000101799001,1
GMW000000101800001,1
GMW000000101801001,1
GMW000000101802001,1
GMW000000101803001,1
GMW000000101804001,1
GMW000000101805001,1
GMW000000101806001,1
GMW000000101807001,1
GMW000000101808001,1
GMW000000101809001,1
GMW000000101810001,1
GMW000000101811001,1
GMW000000101812001,1
GMW000000101813001,1
GMW000000101814001,1
GMW000000101815001,1
GMW000000101816001,1
GMW000000101817001,1
GMW000000101818001,1
GMW000000101819001,1
GMW000000101820001,1
GMW000000101821001,1
GMW000000101822001,1
GMW000000101823001,1
GMW000000101824001,1
GMW000000101825001,1
GMW000000101826001,1
GMW000000101827001,1
GMW000000101828001,1
GMW000000101829001,1
GMW000000101830001,1
GMW000000101831001,1
GMW000000101832001,1
GMW000000101833001,1
GMW000000101834001,1
GMW000000101835001,1
GMW000000101836001,1
GMW000000101837001,1
GMW000000101838001,1
GMW000000101839001,1
GMW000000101840001,1
GMW000000101841001,1
GMW000000101842001,1
GMW000000101843001,1
GMW000000101844001,1
GMW000000101845001,1
GMW000000101846001,1
GMW000000101847001,1
GMW000000101848001,1
GMW000000101849001,1
GMW000000101850001,1
GMW000000101851001,1
GMW000000101852001,1
GMW000000101853001,1
GMW000000101854001,1
GMW000000101855001,1
GMW000000101856001,1
GMW000000101857001,1
GMW000000101858001,1
GMW000000101859001,1
GMW000000101860001,1
GMW000000101861001,1
GMW000000101862001,1
GMW000000101863001,1
GMW000000101864001,1
GMW000000101865001,1
GMW000000101866001,1
GMW000000101867001,1
GMW000000101868001,1
GMW000000101869001,1
GMW000000101870001,1
GMW000000101871001,1
GMW000000101872001,1
GMW000000101873001,1
GMW000000101874001,1
GMW000000101875001,1
GMW000000101876001,1
GMW000000101877001,1
GMW000000101878001,1
GMW000000101879001,1
GMW000000101880001,1
GMW000000101881001,1
GMW000000101882001,1
GMW000000101883001,1
GMW000000101884001,1
GMW000000101885001,1
GMW000000101886001,1
GMW000000101887001,1
GMW000000101888001,1
GMW000000101889001,1
GMW000000101890001,1
GMW000000101891001,1
GMW000000101892001,1
GMW000000101893001,1
GMW000000101894001,1
GMW000000101895001,1
GMW000000101896001,1
GMW000000101897001,1
GMW000000101898001,1
GMW000000101899001,1
GMW000000101900001,1
GMW000000101901001,1
GMW000000101902001,1
GMW000000101903001,1
GMW000000101904001,1
GMW000000101905001,1
GMW000000101906001,1
GMW000000101907001,1
GMW000000101908001,1
GMW000000101909001,1
GMW000000101910001,1
GMW000000101911001,1
GMW000000101912001,1
GMW000000101913001,1
GMW000000101914001,1
GMW000000101915001,1
GMW000000101916001,1
GMW000000101917001,1
GMW000000101918001,1
GMW000000101919001,1
GMW000000101920001,1
GMW000000101921001,1
GMW000000101922001,1
GMW000000101923001,1
GMW000000101924001,1
GMW000000101925001,1
GMW000000101926001,1
GMW000000101927001,1
GMW000000101928001,1
GMW000000101929001,1
GMW000000101930001,1
GMW000000101931001,1
GMW000000101932001,1
GMW000000101933001,1
GMW000000101934001,1
GMW000000101935001,1
GMW000000101936001,1
GMW000000101937001,1
GMW000000101938001,1
GMW000000101939001,1
GMW000000101940001,1
GMW000000101941001,1
GMW000000101942001,1
GMW000000101943001,1
GMW000000101944001,1
GMW000000101945001,1
GMW000000101946001,1
GMW000000101947001,1
GMW000000101948001,1
GMW000000101949001,1
GMW000000101950001,1
GMW000000101951001,1
GMW000000101952001,1
GMW000000101953001,1
GMW000000101954001,1
GMW000000101955001,1
GMW000000101956001,1
GMW000000101957001,1
GMW000000101958001,1
GMW000000101959001,1
GMW000000101960001,1
GMW000000101961001,1
GMW000000101962001,1
GMW000000101963001,1
GMW000000101964001,1
GMW000000101965001,1
GMW000000101966001,1
GMW000000101967001,1
GMW000000101968001,1
GMW000000101969001,1
GMW000000101970001,1
GMW000000101971001,1
GMW000000101972001,1
GMW000000101973001,1
GMW000000101974001,1
GMW000000101975001,1
GMW000000101976001,1
GMW000000101977001,1
GMW000000101978001,1
GMW000000101979001,1
GMW000000101980001,1
GMW000000101981001,1
GMW000000101982001,1
GMW000000101983001,1
GMW000000101984001,1
GMW000000101985001,1
GMW000000101986001,1
GMW000000101987001,1
GMW000000101988001,1
GMW000000101989001,1
GMW000000101990001,1
GMW000000101991001,1
GMW000000101992001,1
GMW000000101993001,1
GMW000000101994001,1
GMW000000101995001,1
GMW000000101996001,1
GMW000000101997001,1
GMW000000101998001,1
GMW000000101999001,1
GMW000000102000001,1
GMW000000102001001,1
GMW000000102002001,1
GMW000000102003001,1
GMW000000102004001,1
GMW000000102005001,1
GMW000000102006001,1
GMW000000102007001,1
GMW000000102008001,1
GMW000000102009001,1
GMW000000102010001,1
GMW000000102011001,1
GMW000000102012001,1
GMW000000102013001,1
GMW000000102014001,1
GMW000000102015001,1
GMW000000102016001,1
GMW000000102017001,1
GMW000000102018001,1
GMW000000102019001,1
GMW000000102020001,1
GMW000000102021001,1
GMW000000102022001,1
GMW000000102023001,1
GMW000000102024001,1
GMW000000102025001,1
GMW000000102026001,1
GMW000000102027001,1
GMW000000102028001,1
GMW000000102029001,1
GMW000000102030001,1
GMW000000102031001,1
GMW000000102032001,1
GMW000000102033001,1
GMW000000102034001,1
GMW000000102035001,1
GMW000000102036001,1
GMW000000102037001,1
GMW000000102038001,1
GMW000000102039001,1
GMW000000102040001,1
GMW000000102041001,1
GMW000000102042001,1
GMW000000102043001,1
GMW000000102044001,1
GMW000000102045001,1
GMW000000102046001,1
GMW000000102047001,1
GMW000000102048001,1
GMW000000102049001,1
GMW000000102050001,1
GMW000000102051001,1
GMW000000102052001,1
GMW000000102053001,1
GMW000000102054001,1
GMW000000102055001,1
GMW000000102056001,1
GMW000000102057001,1
GMW000000102058001,1
GMW000000102059001,1
GMW000000102060001,1
GMW000000102061001,1
GMW000000102062001,1
GMW000000102063001,1
GMW000000102064001,1
GMW000000102065001,1
GMW000000102066001,1
GMW000000102067001,1
GMW000000102068001,1
GMW000000102069001,1
GMW000000102070001,1
GMW000000102071001,1
GMW000000102072001,1
GMW000000102073001,1
GMW000000102074001,1
GMW000000102075001,1
GMW000000102076001,1
GMW000000102077001,1
GMW000000102078001,1
GMW000000102079001,1
GMW000000102080001,1
GMW000000102081001,1
GMW000000102082001,1
GMW000000102083001,1
GMW000000102084001,1
GMW000000102085001,1
GMW000000102086001,1
GMW000000102087001,1
GMW000000102088001,1
GMW000000102089001,1
GMW000000102090001,1
GMW000000102091001,1
GMW000000102092001,1
GMW000000102093001,1
GMW000000102094001,1
GMW000000102095001,1
GMW000000102096001,1
GMW000000102097001,1
GMW000000102098001,1
GMW000000102099001,1
GMW000000102100001,1
GMW000000102101001,1
GMW000000102102001,1
GMW000000102103001,1
GMW000000102104001,1
GMW000000102105001,1
GMW000000102106001,1
GMW000000102107001,1
GMW000000102108001,1
GMW000000102109001,1
GMW000000102110001,1
GMW000000102111001,1
GMW000000102112001,1
GMW000000102113001,1
GMW000000102114001,1
GMW000000102115001,1
GMW000000102116001,1
GMW000000102117001,1
GMW000000102118001,1
GMW000000102119001,1
GMW000000102120001,1
GMW000000102121001,1
GMW000000102122001,1
GMW000000102123001,1
GMW000000102124001,1
GMW000000102125001,1
GMW000000102126001,1
GMW000000102127001,1
GMW000000102128001,1
GMW000000102129001,1
GMW000000102130001,1
GMW000000102131001,1
GMW000000102132001,1
GMW000000102133001,1
GMW000000102134001,1
GMW000000102135001,1
GMW000000102136001,1
GMW000000102137001,1
GMW000000102138001,1
GMW000000102139001,1
GMW000000102140001,1
GMW000000102141001,1
GMW000000102142001,1
GMW000000102143001,1
GMW000000102144001,1
GMW000000102145001,1
GMW000000102146001,1
GMW000000102147001,1
GMW000000102148001,1
GMW000000102149001,1
GMW000000102150001,1
GMW000000102151001,1
GMW000000102152001,1
GMW000000102153001,1
GMW000000102154001,1
GMW000000102155001,1
GMW000000102156001,1
GMW000000102157001,1
GMW000000102158001,1
GMW000000102159001,1
GMW000000102160001,1
GMW000000102161001,1
GMW000000102162001,1
GMW000000102163001,1
GMW000000102164001,1
GMW000000102165001,1
GMW000000102166001,1
GMW000000102167001,1
GMW000000102168001,1
GMW000000102169001,1
GMW000000102170001,1
GMW000000102171001,1
GMW000000102172001,1
GMW000000102173001,1
GMW000000102174001,1
GMW000000102175001,1
GMW000000102176001,1
GMW000000102177001,1
GMW000000102178001,1
GMW000000102179001,1
GMW000000102180001,1
GMW000000102181001,1
GMW000000102182001,1
GMW000000102183001,1
GMW000000102184001,1
GMW000000102185001,1
GMW000000102186001,1
GMW000000102187001,1
GMW000000102188001,1
GMW000000102189001,1
GMW000000102190001,1
GMW000000102191001,1
GMW000000102192001,1
GMW000000102193001,1
GMW000000102194001,1
GMW000000102195001,1
GMW000000102196001,1
GMW000000102197001,1
GMW000000102198001,1
GMW000000102199001,1
GMW000000102200001,1
GMW000000102201001,1
GMW000000102202001,1
GMW000000102203001,1
GMW000000102204001,1
GMW000000102205001,1
GMW000000102206001,1
GMW000000102207001,1
GMW000000102208001,1
GMW000000102209001,1
GMW000000102210001,1
GMW000000102211001,1
GMW000000102212001,1
GMW000000102213001,1
GMW000000102214001,1
GMW000000102215001,1
GMW000000102216001,1
GMW000000102217001,1
GMW000000102218001,1
GMW000000102219001,1
GMW000000102220001,1
GMW000000102221001,1
GMW000000102222001,1
GMW000000102223001,1
GMW000000102224001,1
GMW000000102225001,1
GMW000000102226001,1
GMW000000102227001,1
GMW000000102228001,1
GMW000000102229001,1
GMW000000102230001,1
GMW000000102231001,1
GMW000000102232001,1
GMW000000102233001,1
GMW000000102234001,1
GMW000000102235001,1
GMW000000102236001,1
GMW000000102237001,1
GMW000000102238001,1
GMW000000102239001,1
GMW000000102240001,1
GMW000000102241001,1
GMW000000102242001,1
GMW000000102243001,1
GMW000000102244001,1
GMW000000102245001,1
GMW000000102246001,1
GMW000000102247001,1
GMW000000102248001,1
GMW000000102249001,1
GMW000000102250001,1
GMW000000102251001,1
GMW000000102252001,1
GMW000000102253001,1
GMW000000102254001,1
GMW000000102255001,1
GMW000000102256001,1
GMW000000102257001,1
GMW000000102258001,1
GMW000000102259001,1
GMW000000102260001,1
GMW000000102261001,1
GMW000000102262001,1
GMW000000102263001,1
GMW000000102264001,1
GMW000000102265001,1
GMW000000102266001,1
GMW000000102267001,1
GMW000000102268001,1
GMW000000102269001,1
GMW000000102270001,1
GMW000000102271001,1
GMW000000102272001,1
GMW000000102273001,1
GMW000000102274001,1
GMW000000102275001,1
GMW000000102276001,1
GMW000000102277001,1
GMW000000102278001,1
GMW000000102279001,1
GMW000000102280001,1
GMW000000102281001,1
GMW000000102282001,1
GMW000000102283001,1
GMW000000102284001,1
GMW000000102285001,1
GMW000000102286001,1
GMW000000102287001,1
GMW000000102288001,1
GMW000000102289001,1
GMW000000102290001,1
GMW000000102291001,1
GMW000000102292001,1
GMW000000102293001,1
GMW000000102294001,1
GMW000000102295001,1
GMW000000102296001,1
GMW000000102297001,1
GMW000000102298001,1
GMW000000102299001,1
GMW000000102300001,1
GMW000000102301001,1
GMW000000102302001,1
GMW000000102311001,1
GMW000000102312001,1
GMW000000102313001,1
GMW000000102314001,1
GMW000000102315001,1
GMW000000102316001,1
GMW000000102317001,1
GMW000000102318001,1
GMW000000102319001,1
GMW000000102320001,1
GMW000000102321001,1
GMW000000102322001,1
GMW000000102323001,1
GMW000000102324001,1
GMW000000102325001,1
GMW000000102326001,1
GMW000000102327001,1
GMW000000102328001,1
GMW000000102329001,1
GMW000000102330001,1
GMW000000102331001,1
GMW000000102332001,1
GMW000000102333001,1
GMW000000102334001,1
GMW000000102335001,1
GMW000000102336001,1
GMW000000102337001,1
GMW000000102338001,1
GMW000000102339001,1
GMW000000102340001,1
GMW000000102341001,1
GMW000000102342001,1
GMW000000102343001,1
GMW000000102344001,1
GMW000000102345001,1
GMW000000102346001,1
GMW000000102347001,1
GMW000000102348001,1
GMW000000102349001,1
GMW000000102350001,1
GMW000000102351001,1
GMW000000102352001,1
GMW000000102353001,1
GMW000000102354001,1
GMW000000102355001,1
GMW000000102356001,1
GMW000000102357001,1
GMW000000102358001,1
GMW000000102359001,1
GMW000000102360001,1
GMW000000102361001,1
GMW000000102362001,1
GMW000000102363001,1
GMW000000102364001,1
GMW000000102365001,1
GMW000000102366001,1
GMW000000102367001,1
GMW000000102368001,1
GMW000000102369001,1
GMW000000102370001,1
GMW000000102371001,1
GMW000000102372001,1
GMW000000102373001,1
GMW000000102374001,1
GMW000000102375001,1
GMW000000102376001,1
GMW000000102377001,1
GMW000000102378001,1
GMW000000102379001,1
GMW000000102380001,1
GMW000000102381001,1
GMW000000102382001,1
GMW000000102383001,1
GMW000000102384001,1
GMW000000102385001,1
GMW000000102386001,1
GMW000000102387001,1
GMW000000102388001,1
GMW000000102389001,1
GMW000000102390001,1
GMW000000102391001,1
GMW000000102392001,1
GMW000000102393001,1
GMW000000102394001,1
GMW000000102395001,1
GMW000000102396001,1
GMW000000102397001,1
GMW000000102398001,1
GMW000000102399001,1
GMW000000102400001,1
GMW000000102401001,1
GMW000000102402001,1
GMW000000102403001,1
